,Rating,Title,Content,Author Name,Date,Year
15,7.0,Fast and Furious 6 review,"The previous installments of this franchise (specifically 1,2, Tokyo Drift and 4) was all about racing, sure there's a plot but it wasn't really shown well, then part 5 happened and the franchise took a different turn, it now became a heist film instead of the usual racing. I hated and I loved this turn of the franchise, I hated it because in part 5, the racing competition aspect of the film is gone, it became chases but I also loved this turn because it made the franchise take a different approach. My question is, will this formula still work with part 6? Find out below.Story: The story in this movie picks up after the previous one where it was known that 'Letty' (Michelle Rodriguez) was still alive and I admit that they handled her ""resurrection"" quite well but that is only the sub-plot of this movie. The main plot is Hobbs (The Rock) is chasing after Owen Shaw (Luke Evans). He then gets the help of Toretto and Brian's crew by using Letty as bait (or that's how I see it). The story is pretty simple and they told it without adding anymore sub plot but some of the sub plots that were made felt very crowded to the story even though it was solved. It just felt a little heavy and a bit too much for the movie.Acting: If you saw the previous installments from this franchise well then you ain't missing anything from their performance, it's pretty much the same but I have to say this though, Vin Diesel and The Rock displays pure bad-assery in this movie. That being said, I will give my two cents on the two characters from this movie which are Gina Carano who played Riley and Luke Evans who is Owen Shaw. Carano was able to hold her own despite having little dialogue and what makes her character seems badass is because of her action scene, this is actually one of the things I'm looking forward to upon seeing this movie because I loved her in 'Haywire' (awesome film, check it out) and I;m confident to say that I am not disappointed with her on this one. Next is Luke Evans, he IMO is one the versatile actors in the industry today, you can cast him in almost any role and he displays a good performance. In here is the main villain although he gave a good performance in this role I find it hard to find him as an effective villain, there is something missing with his performance here I'm just not sure what it is.Action: The Fast franchise is definitely known for having one of the best car chases ever and this one doesn't disappoint and it does not only have car chases but also fist fights, head bangin' and other sh*t. Even though some of the action scene were very over the top it was still entertaining and was handled pretty well. The action was not violent or brutal as it showed little to no blood and being a fan of R-13 I can say that this rating does not fit well to the style of FF and I'm happy and contented with it's PG-13 rating. IMO this is the most action-packed FF film so far.Cinematography: The cinematographer did a wonderful job here, the shots were just amazing and adds depth to the mood that is set within each scene. The shots were able to show scenery that really captures the beauty of the set and like I said the mood of the scene.Direction: I wasn't much of a fan of Lin's direction here, it was pretty slow which made the film a little boring for me despite having heavy action. Even though the movie is a little slow paced, Lin was able to tell the story with it's whole heart. I liked how he did the pacing in FF 5 though.Overall: 'Fast and Furious 6' was high-octane action movie injected with some humor. Using the same formula as the previous one made this film good and also bringing back the racing aspect of the original FF films. While I consider the FF 5 is still the best one in the franchise, I can still say that this is one solid addition to it. I give this movie a 3.5/5P.S. Watch the post-credit scene, it made me get hyped for Fast and Furious 7.",whoa17,2013-05-24,2013
18,7.0,Fuious 6,"I'm going to keep this short, simple and sweet because that is exactly what this film is. It's great summer fun for all ages that manages to succeed on the one thing I hate in horror movies; make an idiot of itself. It is where this stupidity in plot events comes from that gives the film its fuel to do nothing but provide brainless over-the-top popcorn fun. It is done so by having some of the best sound editing I have heard in a while with brilliantly paced action sequences, with one fight scene in particular that will surly be the best action scene of the year. I recommend Furious 6 if you're looking to have some fun, but whatever you do, do not walk in there expecting The King's Speech, because it is not what this movie is trying to be- which makes this film so admirable.Grade: B+",edwardscissorhands123,2013-06-04,2013
19,10.0,Film of the year,"I went to the cinema with quite low expectations due to the trailer. However after watching this film i was amazed by the outcome. There was so much thrilling tense action, at one point i was on the edge of my seat. The fights and the car chases were magnificent. The series seems to be getting better and better. Fast and furious 6 is by far the best one, and i can't wait for number 7. There was so much going on and the ending was awesome. I will definitely buy this on DVD when it comes out. Great acting from the casts. This is the most entertaining film of 2013 so far. There was epic cars, sexy girls and brilliant locations.10/10",losangcodbazzinga,2013-05-22,2013
21,7.0,"An Adrenaline-Fueled Action Ride, and a Good One at that.","The Fast and the Furious franchise has never been known for an engrossing story. No one goes to the movies to see character development and a complicated storyline. They go for the cars, the girls, and the explosions, and this installment has all of the above, including a fair story.A ghost from Dom's past, Letty, has come back from the dead, and Dom reunites the team from Fast Five (a team that works on all levels) in order to get her back. Ludicrous and Tyrese Gibson provide some of the humor of the film, with their bantering back and forth throughout, but I found that the theater I was in laughed and cheered throughout the course of the movie. The action is good, and never lets up. For a film that is over two hours, I found myself only checking the time when I thought the finale was happening (to see how long it would be).What you want in this film is something as good as Fast Five. Something original and fresh. What you get is something that improves on Fast Five (and the rest of the series) on all levels. This is by far the best Fast and Furious movie ever, and it really shows how a series like this can turn around from something as bad as Tokyo Drift.And it has a nice set up for Fast & Furious 7 during the credits, where we get a little surprise for the villain of the next film.Bravo, this film is awesome, and should be viewed by fans of both the series and of action movies in general.8/10",Papatheodorou,2013-07-06,2013
22,8.0,Bold imagination and beautiful execution of some of the most exhilarating car chases ever done on film make this the unequivocal franchise best thus far,"Really, how many franchises can claim to be at their best the sixth time round? But that is exactly where the 'Fast and Furious' team are at with this exercise in pure exhilaration. Just when we feared that it might be difficult to top the jaw-dropping finale in 'Fast Five', director Justin Lin proves that he has reserved his best one yet for what has been announced as his final outing at the helm after four consecutive runs.Continuing what began as an invigorating transition from streetcar racing to heist film the last time round, resident scribe Chris Morgan ups the stakes by pitting our favourite anti-heroes against their most dangerous opponent yet. That man is Owen Shaw (Luke Evans), an ex-SAS officer turned mercenary who leads a nefarious gang of criminals bent on stealing the components capable of assembling a lethal weapon to be used by terrorists. As Tyrese Gibson's designated comic relief character Roman describes, Shaw's guys are pretty much the evil twins of Toretto's team, hence the return of other familiar supporting characters like Han (Sung Kang), Tej (Chris ""Ludicrous"" Bridges) and Gisele (Gal Gadot).Even as Morgan evolves the franchise, he understands that the character dynamics have been one of the highlights of each film, and this sequel to 'Fast Five' preserves and builds on the relationships that its predecessor established. Besides the budding romance between Han and Gisele (in our opinion, exotic and very nicely played) and the deepening of familial ties between O'Conner and Toretto's sister Mia (Jordana Brewster) with the birth of their child, there is sensibly the return of Agent Hobbs (Dwayne Johnson), which through the last film, transformed from dogged adversary to unlikely ally.It is Hobbs who reunites Toretto's team together to pursue Shaw - the strategic equivalent of ""fighting fire with fire"" - with no less than the promise of full pardon if they succeed. Amidst the crowded ensemble, Morgan picks up on a new angle set in motion from the concluding events of the last film. Once presumed dead, Toretto's former squeeze Letty (Michelle Rodriguez) has turned up as one of Shaw's known associates, a good part of the quieter moments of the film spent rekindling the romance between the ex-lovers.Of course, this isn't a movie with many such moments - except for the occasional expositions about family - so you can forgive the lack of character development for new supporting additions Riley (MMA fighter and 'Haywire' star Gina Carano) and Jah ('The Raid's' Joe Taslim); the former Hobbs' new partner and the latter Shaw's kungfu-kicking henchman. Instead, both Carano and Taslim are there to add a different flavour of adrenaline in the form of close-combat fight scenes, and let's just say that they each get their own sequence to show off their respective moves.But aside from an impressive bit of tag-team ass-kicking from Toretto and Hobbs against one of Shaw's equally hulk-sized crew (Kim Kold), the bulk of the action is meant to unfold against broad open canvases, as opposed to close quarters. Lin neatly - and we might add, beautifully - choreographs three elaborate chase sequences with loads of automobile destruction that the franchise has been known for, even more extraordinary for how he manages to top one after the next.In chronological order, Lin begins with a grand introduction to Shaw and his gang with an intricately staged chase down the streets of London - although the fact that Shaw's military-styled vehicle looks like the Batmobile from Christopher Nolan's 'Dark Knight' trilogy might provide a hint where Lin could have gotten his inspiration. Yet any doubts about Lin's originality are quickly dispelled once we get to the second setpiece, a boldly imagined art of mass destruction matched equally in its stunning execution. As the trailer has amply teased, this one has Toretto and his crew behind the wheel in pursuit of Shaw and his men inside a tank on a Canaries highway.The most breathtaking of all he leaves for last, which though utterly ludicrous, represents probably one of the most awesome stunt pieces you will see this year. Since no other film has dared to use cars to take down a Russian cargo plane about to take off, Lin does just that. Not only do Toretto's team face off with Shaw's mob in cars racing at near impossible speeds, they attach their vehicles to the wings of the plane with gleeful abandon to any thought of their own lives - though as a warning, not all will make it through to the already announced sequel next summer. If Lin intends to go out with a 'bang', let's just say he accomplishes it many times over.The exquisitely staged vehicular mayhem is complemented by a firm sense of camaraderie amongst Toretto's group. Gibson's one-liners are snappy and more amusing than they were in 'Fast Five', and his banter with Kang and Ludicrous not only keep the film's momentum going while the plot pieces are put in place but also establish the kind of teamwork necessary for the subsequent action scenes. And not forgetting the brawny charisma of Diesel and Johnson, which enliven the film as much as they did in the last one.If you ask us to judge this against then-franchise best 'Fast Five', we'd say that this more than tops the fun and excitement that it offered. There are two qualities which make or break a 'Fast and Furious' film - how enjoyable is it to hang out with Toretto and his crew and how thrilling are the car chases. On both counts, this sixth entry surpasses the heights established by its predecessor, setting an even higher bar for its successor. But if the coda before the end credits is anything to go by, there's plenty of reason to get excited for next summer's follow-up.",moviexclusive,2013-05-21,2013
23,7.0,"Fast 6, Fast but not quite as Furious as the previous outing","The Fast and Furious franchise is one of the more strange ones – it improved the older it became. Coinciding with the 10 year anniversary of the The Fast and the Furious, Fast 5 marked the highpoint in the hugely popular series. Street racing culture was ditched in favor of a heist plot in Rio de Janeiro. To say it worked would be a massive understatement. Fast 6 is continuing where its predecessor left off, although with a little twist. As it has already been explained in the trailers, the team surrounding Vin Diesel's Torreto character is asked to help Luke Hobbs (played by the ever charismatic Dwayne ""The Rock"" Johnson) capturing criminal mastermind Owen Shaw (portrayed by Luke Evans), this time around in London. The Good Working in its favor is the wonderful backdrop provided by the London metropolitan area. It offers a lot of variety and distinguishes Fast 6 from the previous entry. The chemistry between Torreto's crew is as good as it has ever been. Furthermore, The Rock really meshes well with any of the gang.Tyrese, without going into detail the banter he shares with Ludicrous or the aforementioned Dwayne Johnson is worth the ticket admission alone. It's obvious that his character serves as comedic relief, as has been the case in Fast 5, but he has to have the funniest scenes in any of the major (non-comedy) blockbusters this year. The action in the FF series was never realistic to begin with, so no surprises here. Still, it shouldn't take away from some impressive set- pieces. Justin Lin knows what he's doing. The Bad Fast 6 is too crowded; there are too many characters in the movie. Even the main villain, Owen Shaw, is underdeveloped, as is the Letty sub- plot. It just feels like the producers were gung-ho about reuniting the principle actors from the very first FF movie, at any cost. Gina Carano, though she can definitely hold her own in the action scenes her acting is wooden at best. If pressed for a comparison – she'd be a bad female imitation of notorious stoneface Keanu Reeves. There's little to no facial expression. Frankly, her character is redundant. She may have pulled a half-decent performance in Haywire, but given the nature of her character (a stoic, hardened, operative) it played right to her strengths (or lack thereof?). At this rate it's hard to see her carrying a movie anytime soon. Conclusion Fast 6 is one of the better flicks in the franchise, perhaps the second best, but some way off Fast 5. One can't help but feel that the finished product has been rushed into production. A little fine-tuning (no pun intended) here and there would've served the movie better. The ending in particular is a little underwritten; it's not as glorious or as satisfying as Fast 5.",j-pryde,2013-05-19,2013
24,2.0,You shouldn't watch this movie if:,No content,jedimaster_yoda,2013-06-10,2013
25,7.0,Level of Absurdity,"2011's Fast Five was the franchise's glory for abandoning the sins that slows down their movies and excel to something crazier and suitable to what it is called. Fast & Furious 6 grows the scale with even more ridiculous car racing and stunts. Now it involves a fight between military and terrorism while it has a serious sentiment about family. Things can get way out of hand, but the film is so fun, it's hard complain about how stupid it is. It's not a classic, but the stuff that are supposedly awkward actually made the film a fantastically exhilarating ride.Before, there were just street racing and cartels. The last one is about an extreme heist. Now they are chasing down super terrorists, running away from tanks, and a character who faked her death. The more stories they tell, the sillier it becomes, but no matter how absurd these are, they are still a pleasure to watch. They are really forgetting the mistakes of the past(first four) films and think more creative ways to excite the viewers. The series also finally has a highlighting villain. A campy one as well that could fit in a superhero movie. The weakest parts of the story are the twists that are much inane than the craziness it was displayed. The sideline of the plot is about family. It contrasts between Dom's team who are loyal, and Owen's team who are careless. It's a fine speculation but nobody would care about it.We are here for the racing, cars crashing, and some fistfights. The last film had cars that can pull off a vault, now we see a bunch of cars pulling down a cargoplane. It shows how it insanely ignores the laws of physics. It's exasperating if you take it too seriously, but I don't think anyone would ever take a blockbuster like this too seriously. However, they are amazingly directed. The tank scene, which was already beyond ridiculous, was kind of inspired. And the early London chase was an energetic sequence. The performances are the same before. What's new about Vin Diesel is the swagger he makes in the end. Dwayne Johnson is always entertaining, but he is much entertaining when he was beating a guy around an interrogation room. Newcomer Luke Evans really makes a worth rooting villain. His character is not as well developed as any villains from big blockbusters, but he manages to make this one slickly fun.Fast & Furious 6 reaches the scale of blockbusters that have superheroes, super spies, aliens, or whatever. Except the cars are the ones that have superpowers here. These set of magnificently dumb action sequences reminiscence your standard blockbuster when this film is suppose to be smaller than those kinds of films. It's strangely grander and louder, but of course, it's also as fast as the title suggests. Verdict would still call Fast Five the best of the series, but honestly they are both equally good. This one just takes a new level of absurdity even though the characters are trying to be down to earth. Fast & Furious 6 is far from perfect but as a modern blockbuster it's an extremely entertaining film.",billygoat1071,2013-05-25,2013
27,6.0,Quirky humor and insane set pieces overcome its shoddy plot,"While it doesn't reach the same height as Fast Five, the newest and most ludicrous installment of the franchise thus far still packs a lot of noisy high octane entertainment in its engine. With increasingly expanding star-studded cast, Fast & Furious 6 exhibits a lot of value by just pinning these familiar names together in scenes, despite some of the script they use doesn't really work. It has good amount of humor, and also highly dubious amnesia plot. Quite frankly, it does its best when it doesn't try to be serious.Starring buff gents and ladies, almost everyone on-screen has weighty name, although they are heavily leaning towards action oriented rather than acting, which might've been the direction from the start. Plot revolves around Vin Diesel trying to woe the amnesic Michelle Rodriguez, thus involving the crew into a shady military operation in the process. It gives what people want in spade, the bridging between set pieces is fairly clumsy, but it does pay off with ridiculous amount of flying cars and bodies.Surprisingly enough, there are plenty of melee brawl across the movie. The addition of Gina Carano, the MMA star, is a good choice, she brings the rawness in these scenes. Several others will join the fray in close combat, obvious if they have The Rock and Vin Diesel it'd be a waste not to. However, there are some stunts that borderline corny and unrealistic, even by Fast and Furious standard, many wiring might look awkward as well. It's not a major concern, but I prefer the more structured natural stunts rather the high flying ones.Chasing scenes have been up-scaled, bringing ramp cars, tank and whatnot into the mix. Apparently, there's demand for even more over-the-top driving scenes to fulfill. This is where it truly shines, fast motion, carnage all around and seemingly impossible traits. The building up and finish are somewhat imbalance, sometimes resorting to incredibly odd coincidences. Script works adequately, some of its jokes are better than others, and definitely league ahead compare to the supposedly more dramatic scenes.Fast & Furious goes extra miles for crowd enjoyment. Action junkies or car enthusiast will be pleased, however the result is less organized pace. The movie is a blast, even if there are shortcomings, catering directly to the core audience.Rate 6.5",quincytheodore,2013-05-23,2013
28,6.0,Loads of Action!,"Review: I quite enjoyed this action packed movie, which had a decent storyline and loads of car chases and explosions. It's basically want you expect from a movie in this franchise, which was what I found a bit disappointing because there wasn't much fresh ideas. The tank and the plane was a bit different but that was about it. What made me laugh was the length of the runway for the plane scene and it was amazing how they made England look so glossy. Anyway, if you look at the money that the movie made, expect many sequels and with the introduction of the Rock in the last movie, he has obviously made a massive difference to the franchise. Enjoyable!Round-Up: Everyone in this movie has been in the gym before there scenes because it sacked full of muscles. Even the ladies show that they can hold there own against the men. The Rock is over pumped and in every scene he looks like he's sweating because he has just put the weights down. Anyway, the director done a good job with putting this movie together, especially as it was set in England. Some of the stunts were a bit over the top, but that's what you expect from a Fast & Furious movie. All the way through the film, Vin Diesel is sizing himself up next to the Rock, but I liked the chemistry between them. In all, there wasn't anything that really stood out about the film, but it does keep you on the edge of your seat and you just don't know what there going to come up with next. Maybe boats or horses, lol.Budget: $160million Worldwide Gross: $789millionI recommend this movie to people who are into the Fast & Furious franchise, which always brings loads of action and, of course, cars. 6/10",leonblackwood,2013-09-22,2013
29,8.0,In life Speed and Family are the two best things,"From the first frame of Fast and Furious 6 we realize that this is not really about a movie about heist and car chases (well okay it has this); no this is a movie about the depths you will go and the willingness to do whatever you can to protect family. Leaving off where Fast five left off, most of the characters are off on there, whether it be hanging in Tokyo, flying pretty ladies to manacu to making people feel low about there rough life to a new baby being born, the crew is in hiding and living the life abroad. It's at the point that the plot ramps up and we get a Dom Terretto going after a would be thief Owen Shaw ( a new type of villain) and trying to save the somehow resurrected Letty (Michelle Rodriguez) who has joined Shaw in his wanting to take over the world. Bring most people back from the Fast Five and you got yourself a movie. This movie isn't what I call the most coherent, it has issues and Owen Shaw's character is kind of one note, but this isn't the type of movie that you need to worry about great story. It's the type of movie that you go to watch and have fun , and watch the unbelievable happen. Everyone In this movie looks like there comfortable being there and seem to be having fun. It's what I would call an audience movie, the type of movie that feels In sync enough that everyone's on board There are plenty of laughs thanks to Tyrese and plenty of drama thanks to Toretto and Brian's relationship and history in the series. They pull together to do the subject justice. I don't want to spoil anything but this movie does lead up to a point that all the films finally have a connecting tissue and what you thought you knew with the bonus scene at the end will lead into an interesting 7th film. Lets just hope James Wan doesn't ruin the good will this series has gained.",buiredintime,2013-05-14,2013
