Rating,Title,Content,Author Name,Date
10,Great movie indeed,No content,adrianmbowa,"Dec 19, 2024"
5,Fast Five (2011),"Directed by Justin Lin. Starring Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster, Chris ""Ludacris"" Bridges, Sung Kang, Tyrese Gibson, Gal Gadot, Joaquim de Almeida, Elsa Pataky, Matt Shultze, Tego Calderón, Don Omar, Michael Irby. (PG-13)With Walker firmly on the wrong side of the law now, Diesel and his ""family"" hightail it for Rio where they plot to lighten a crimelord's wallet by about $100 million. Meanwhile, federal agent and bounty hunter Johnson assembles a team to extract our dopey heroes and bring them to justice. As dumb and loud as one would expect from the fifth entry of this astonishingly venerable series, it's more in the spirit of heist movies like ""The Italian Job"" and ""Ocean's Eleven"" than the muscle car drive-in fodder that inspired the first few pictures. Whenever it attempts even a scintilla of dramatic/emotional underpinning, take a bathroom break, 'cause the only reason to tune in is for a series of thunderingly absurd action set pieces, which are mostly pretty entertaining (the big throwdown between Diesel and Johnson, though, has zero suspense since they both give and take blows like they were Terminators). Within about five minutes of his first appearance, one would prefer getting a foot crushed under a car's tire than hear another one of Gibson's obnoxious wisecracks; in fact, just muting it altogether would be for the best, provided the viewer's mouth is hydrated enough to constantly make their own ""vroom vroom!"" noises.54/100",fntstcplnt,"Oct 3, 2019"
10,Got me to put more intrest in the whole series,No content,tcsuvo-54512,"Dec 19, 2024"
10,A thrill ride like no other,"Fast Five is an action-packed masterpiece that keeps your heart racing from start to finish. This movie takes the franchise to a whole new level, blending jaw-dropping stunts, unforgettable characters, and a story full of excitement and energy.The cast delivers an incredible performance, each bringing their unique charm and charisma to the screen. The chemistry among the team feels real, making you root for them every step of the way. The action scenes are some of the best ever filmed, with breathtaking sequences that will leave you in awe.The film is not just about fast cars and big explosions-it's about loyalty, friendship, and fighting for something bigger than yourself. It's a movie that pulls you in and doesn't let go, leaving you on the edge of your seat and cheering for more.Fast Five is pure entertainment at its finest. If you're looking for a movie that will make you laugh, cheer, and hold your breath, this is the one.",michaelmudimbu,"Dec 17, 2024"
10,Best action,No content,tulidust,"Dec 19, 2024"
10,The best ever,This movie was one of the best movies l have ever seen.l really loved the type of cars that were on the movie and also the actors who were there they made the movie amazing . One of the movies l have always repeated since l started watching movies. This movie should always be on top . I loved the music that was on the movie how they raced their cars and also the cities they really used. When l saw it l couldn't move out of the sofa whilst having popcorns. Honestly guys l don't wanna lie these people should keep up with their content and never back of from producing amazing things like these ones.,tapiwalesley,"Dec 17, 2024"
3,Turn your brain off...way off.,No content,rSkan,"Nov 15, 2012"
9,Yes it is good!,"OK, a 5th sequel right! But its good! There is no shame in capitalizing of the fast and the furious name. It is what started the mainstream car movies.I would definitely recommend watching this installment. It is to me they way things should have been all along. Yes, don't get me wrong there are still some far fetched action sequences but ITS A MOVIE! If you cant accept that, get a life.Watch fast five, enjoy it, and wait for number 6. We see what kind of crap gets pushed out from other companies (200MPH for one, this is not an endorsement, do not see it trust me) and you realize how good the F&F movies are. Mabey a little cheesy, but its a movie for your entertainment, so sit back relax, and enjoi.",psi-753-181555,"May 11, 2011"
8,Wow! I think I have a new Second favorite in the Fast and The Furious franchise!,"I loved it! This action packed, stunt filled, car heavy entry in the Fast and The Furious franchise nave have moved into the slot of my second favorite so far...causing me to reorder the series thus far:1. The Fast and The Furious (held by the first film which started the franchise and will forever remain near and dear to my heart...with a great ""family"" centered plot heavy on respect.2. Fast Five (new to this position...and I am going to call it the gang's all together)
3. Fast and Furious (Film#4 The revenge of Letty)
4. The Fast and The Furious: Tokyo Drift (#3the high school entry set in the future)
5. 2 Fast and 2 Furious (#2...set in Miami without Dom and the gang)Film number five takes us to gorgeous Brazil, specifically Rio de Janeiro's Copacabana and Ipanema beaches, Christ the Redeemer statue atop Mount Corcovado and Sugarloaf Mountain. There are some great shots day and night across the city, including some great running stunt shots in the city's infamous favelas.There are some great stunts and some even better cars and car chase scenes...but what really makes this one of the better films in the Fast and The Furious series is the reunion of so many characters...not to mention that we get back to the great on screen chemistry and mutual respect between Brian and Dom, who are both on the run from the law with Mia. This reunites Dom, Brian, Mia, Vince, Taj, Han, Roman, Gisele, Leo and Santos and it introduces both Hobbs (played by Dwayne The Rock Johnson)and Elena as they team up to take down a Brazilian bad guy named Reyes and steal his money.Lots of local flavor this film starts with a prison break for Dom and then a meet up at Vince's in Brazil where we discover Vince has a son. He and Brian bury the hatchet and agree to do a job together for some quick cash. The job goes south, but gives them a common enemy Reyes. Meanwhile they are being hunted by an elite FBI team lead by the Old Testament Hobbs...who after loosing the majority of his team in a street fight to Reyes' men, joins forces with our guys to take him down.If you are a fan of the series or just a fan of great action films..,I think you will love this film like I do.""Mission impossible to mission insanity!""",cgvsluis,"May 31, 2023"
8,Probably my favourite in the franchise!,"Fast & Furious 5 is probably the best one in the franchise so far. It has great action sequences that follow the plot and do not drag on for too long without having any significance to the story. There was a great plot, this time Brain O'Connor finally being on the bad side (something I had been waiting for!). The start led immediately off the last movie, where Dom is broken out of prison. Then Brain, Mia and Dom flee to Rio to hide. There they manage to get the cops attention again by helping Vince pull a job. This time they aren't let off lightly- agent Hobbs is on their tail and he won't rest until they're behind bars. (I won't say much more because I don't want to give anything away!)I was thrilled to see all the old characters from all the movies back together again hatching brilliant mastermind plots and carrying them out so slick and smooth. I found that the first and fourth movie were a bit boring and lacked the amount of action and plot to keep me interested- My favourites were the second and third, though it was a disappointment not to have Vin Diesel in them. The only bring down in Fast Five was the lack of awesome cars like the ones in Tokyo drift. I was kind of looking forward to amazing paint jobs, races and girls like the first few but there were less of them in this one. That was the only disappointment. Came out of the cinema buzzing, more than pleased and excited for the next one! Yes! Live on Fast & Furious franchise!",EmmaGoose,"May 1, 2011"
9,"If you miss all the stars in the previous parts, don't lose it!","I watched the movie few days ago and I enjoyed it very much. The storyline, casting, directing and more specially the team of stars in the previous fasts. In fact, all stars in the previous parts play their role in this part (sometime very short) and gathering such a group of actors in a sequel is unique after ""Godfather 3"".The story is a little different with previous parts and this time, the movie is more similar to movies like ""Italian job"". However the storyline is really interesting and it causes you forget the time. I give 9 because I think that some part of the movie is not very logical (like stealing the police cars scene).Generally I suggest the movie to every racing movies lover and moreover action movies.",behnamgamer,"May 16, 2011"
4,The point where the series is basically going into space,"How many film franchises that struggled to merit strong critical reception to match their copious box office earnings can say that, in the eyes of the masses, they got it right the fifth time? The Fast and the Furious franchise is one of the only ones I can think of in that respect, and this is largely because where most franchises would admit they've run out of gas and are having difficultly finding new ground to cover, The Fast and the Furious buckled off and took a detour when it really needed it. When the previous installment, Fast & Furious, failed to excite even die-hard fans, the result for Fast Five was for writer Chris Morgan to continue to embed that grittier style he toyed with in the fourth film to the franchise's formula. The result is a film that plays more like The Italian Job than a Fast and the Furious film, as the emphasis on cars is downgraded considerably to just one street race at the end and the emphasis on the film is a lot of masculine energy in gun fights, fistfights, and a central heist in the storyline.All of this is well and good, and maybe this is what Fast and the Furious began asking for after the fourth film, but for me, this feels like this series went through metamorphosis and became something it was never supposed to be nor foreseen to be. The action setpieces in the film are all undeniably strong in how well they are articulated - especially one in particular which I'll address later - and the level of energy over the course of two hours, the longest runtime a film in the series has boasted thus far, never depletes or falters. However, Fast Five abandons what made the series so likable in the beginning, and turned it into a glossy action film that feels like the highlight reel from an action film. If the first two films in this series were underground street-racing events, this film is the antiseptic showroom floor of a Ferrari dealership.We follow the same characters we have in previous installments, specifically Brian O'Conner (Paul Walker), the cop-turned-street-racer-turned-cop-again-turned-street-racer and his friends Dom Toretto (Vin Diesel) and his sister Mia (Jordana Brewster). In the opening scene of the film, Brian winds up preventing Dom from going back to jail by causing a large pileup involving the bus Dom is being transported on. Miraculously, nobody else on the bus is hurt and only Dom escapes, with the crew fleeing to Rio de Janeiro. It doesn't take long for U.S. Diplomatic Security Service agent Luke Hobbs (Dwayne ""The Rock"" Johnson) to get hot on Dom's trail, especially when the group hatches a plan to steal $100 million from a corrupt business tycoon named Hernan Reyes (Joaquim de Almeida).In order to pull off such a high-caliber operation, they enlist in some old friends Fast and the Furious fans may recognize. Roman Pierce (Tyrese Gibson), a longtime friend of Brian's is one of them, along with both street-racer and criminal opportunist Han (Sang Kung) and street-race organizer Tej Parker (Ludicrous). All together, the gang assembles like Marvel's Avengers and attempts an international crackdown of epic proportions.Fast Five is the point in the franchise where the series goes to space in order to try and desperately invoke some sort of life and new concepts into their tired formula. The cockamamie qualities of Fast Five might as well have the entire cast beaming up to a different planet or a galaxy far, far away for how incredulous things become in this film. That's not to say the earlier films weren't, but Fast & Furious and Fast Five's jarring tonal shifts work to suck all the fun and juvenile sentiments out of a franchise that boasted them like oscillating rims on a fresh new import.The film isn't a total loss, as some scenes are particularly energetic and provide for some comic absurdity. Consider the scene I alluded to earlier, where Brian and Dom are in separate vehicles both hauling a huge, steel safe across a highway with cops on their tale. Just before they get to the highway, however, they are driving through crowded metropolitan streets, turning corners so sharply and quickly that the safe can barely do anything besides topple over, jackknife, and subsequently shatter the walls and fronts of buildings alongside the road. The repeated collisions between the wall and the safe, which is about half the size of a boxcar on a freight train, doesn't make it come loose nor does it cause any disturbance on part of Brian and Dom as the drivers hurling the safe through the streets. Watching this mesmerizing event is like watching the laws of physics slowly implode on themselves, and it occurred to me that if people started elevating from the ground as if they were being sucked into the heavens in that same particular scene, or at any point throughout this film for that matter, the film's own laws of logic would not be compromised.The original two films offered such an inviting and homey quality to the street racers; where the characters had to avoid the cops in the nick of time or face potentially catastrophic penalties and fines. It was the kind of cheery little thing many people in the audience could presumably relate to. The franchise has now extended itself to the point where street-racing and cars have become secondary in hopes to reach a broader audience; how that isn't viewed by the audience as the franchise selling out is a mystery to me. Fast Five is certainly fast in terms of pacing and editing, and it's also indeed the fifth film in this franchise, but just maybe, besides the multiple ""the""'s and ""and""'s misplaced from this film's title, this franchise is running out of gas and is afraid to really show it.",StevePulaski,"Dec 15, 2015"
9,Very fast very cool,"Fast Five is a very cool movie. It is very different from the first parts. Excellence in watching very serious action and great photography. The debut of the great actor Dwayne Johnson, Justin Lynn, Wonderful Director. And I thank the crew. Although the film lacks a bit of clarification, it is still a great movie. I loved it and that is why I give it 9/10.",tamerhaddou-70008,"May 23, 2021"
8,Big. Dumb. Awesome.,"There's a scene about half an hour in to Justin Lin's Fast Five, the latest film in the car racing Fast & Furious franchise, where federal agent Luke Hobbs (Dwayne Johnson) angrily throws a clipboard to the floor as his explanation of something that ""makes sense"". It's this moment that totally sums up Fast Five: a film you can enjoy only by casting logic aside and simply surrendering to the bombastic absurdity you're witnessing. Luckily for those of us able to do this, the film is one of the best examples of big dumb action of the past decade.This series seems to be on something of a one good/one bad streak, with the first, third, and this fifth film all being worthwhile, somewhat original examples of the big-budget summer blockbuster. Picking up directly where the fourth film (2009's Fast & Furious) left off, no time is wasted in getting to the action, and the opening bus assault places us in familiar territory, setting up the mostly unimportant plot with a spectacular, physics-(not to mention logic) defying stunt to get pulses racing. Where the film departs from the tried and true formula of its predecessors however is in blending the heist film genre with the vehicle-based action, and the decision to shake things up was a smart one. The biggest problem with the previous film was that it just seemed kind of pointless, but here Lin uses the 'one last job' team heist plot as an excuse to reunite characters from every previous entry in the franchise, and indeed the film feels like it belongs more to the Ocean's Eleven canon than Fast & Furious. The series' celebrated 'car porn' is still present, yet Lin wisely opts for more variety than ever before, including more direct character conflict (fighting!), and thrilling parkour-esque foot chases across the rooftops of Rio de Janeiro.While it is fun to see so many previous cast members returning to form the team (similarities with 2010's Inception abound here), undoubtedly the greatest part of Fast Five is the introduction of Dwayne 'The Rock' Johnson as Agent Hobbs, a kind of 'super-cop' sent in to nab only the most wanted criminals. Johnson, looking so absurdly massive that he dwarfs even Vin Diesel, adds an extra layer of beefcake to a film already dripping with testosterone, and he seems to be loving every minute. Throwing out hilariously macho one liners (""Gimme the damn veges!"") in between breaking necks and jumping out of windows, he fits so perfectly into the film that every time he wasn't on screen I found myself just waiting for him to come back. Perhaps my biggest complaint is that he should have had more screen time, but in a film already juggling around a dozen characters, you can't always get what you want. There's always the inevitable sixth entry into the franchise, where hopefully Agent Hobbs will play more of a role.Certainly Fast Five shines in the action scenes, but things aren't so successful if one foolishly tries to think about the logic of the narrative. While it's an interesting move to have Brian (Paul Walker) turning away from his FBI career to help his friend Dom (Diesel), it's hard to see these characters as heroic in any sense. Their desperate self-preservation antics betray a shockingly callous disregard for any innocent bystanders. One would do better to not think about the number of fatalities in the various scenes of destruction around Rio, and even Agent Hobbs and his team, the most obvious 'good-guys', brutally kill their fair share of people. The film attempts to portray all of the people killed as stereotypical corrupt cops and officials, but I did find the amount of violence from the supposed 'heroes' of the film a little distressing. Add to that around 30 minutes of planning for the climactic heist that ultimately becomes unnecessary after a plot twist that changes the whole plan, and the problems with Fast Five's script start to show their presence. But obviously this series was never intended to be admired for its storytelling, and any concerns about the plot are chased away by the excellent action sequences.With Fast Five, Justin Lin has arguably crafted the finest film yet in the franchise. Everyone involved seems to know what this movie needed to be, from the stunning use of practical effects that more than makes up for the awful CGI of the previous film, to the way the ensemble of past characters really pushes the series' constant theme of doing everything for your friends and family. Undoubtedly we will see these characters again, and there is potential for maybe one more outing to round off the story of Dom and Brian. Hopefully Fast Six or whatever silly thing it is eventually titled will match the quality of this entry.",markdroulston,"Jun 15, 2011"
10,The Best In The Series,Fast Five Picking Up Where Fast & Furious Ends A Great Heist Movie A Great Fast & Furious Movie I Really Enjoyed Fast Five This Is Coming From A Big Fan Of The Fast And The Furious Franchise,jdickinson-49959,"Sep 8, 2018"
10,A thriller,"What a film. Keeps you on the edge. This is the film that single-handedly got me to give the rest of the series a shot, for better or worse. The scene is beautiful. The actors were brilliant. The suspense, was of just the right dose. Keeps you on the edge and cals you at the same time. I could not ask for more. T's a nice change of pace from the previous films where it abandons the street race angle and goes into the direction of a heist action flick with cars. So yeah, still the best this franchise had, and that's kind of rare for a franchise on its fifth film. The action for the most part is really handled well and a lot of fun to watch. The cast as an ensemble are very charismatic which no doubt makes it more fun for audiences to see a cast that has so much diversity and it's not done with generic stereotypes but just a bunch of people with a common interest. Overall a very entertaining action flick.",thamutyinei,"Dec 17, 2024"
2,Plot makes no sense,No content,Mharon47,"Dec 19, 2015"
10,A really large-scale film of the series,"The Fast and the Furious series approached its fifth iteration as a peculiar and diverse project. It seems that there have never been any problems with understanding the themes of the franchise throughout the series. Everyone understands that ""Fast and Furious"" is about cool cars, racing and an interesting story. However, the first four pictures are seriously different from each other, the films focus on different things. And the cast and setting varies from movie to movie. And, probably, it is the fifth ""Fast and Furious"" that sets new and now well-established rules by which the world of fast and furious exists to this day. Only the degree of unreality continues to increase. But this is already a topic for future reviews.The director of the film, Justin Lin, created a unique film that was head and shoulders above the previous pictures in the series, personally in my opinion. This is a really spectacular movie that still manages to border at the junction of the really acceptable and the fantastic.The script of the film was well worked out and did not leave the viewer indifferent. The intrigue of the film reaches its apotheosis by the final chase, which was really cool and exciting. Dragging two cars of a safe through the streets of the city for me personally today is something unimaginable and one of the most memorable excerpts from the entire series of films. The special effects in the movie are cool and realistic. Each scene is thought out to the smallest detail, which allowed us to create a unique atmosphere and breathtaking action scenes.Screenwriters Chris Morgan and Gary Scott Thompson worked out bright characters and an interesting plot that did not let the viewer get bored. The film starred many of the main actors of the franchise, including Vin Diesel, Paul Walker, Dwayne Johnson, Gal Gadot, Son Gun, Jordana Brewster, Tyrese Gibson, Chris Ludacris Bridges and many others. Each of them created a unique and interesting character, successfully contributed to the overall picture.Heroes know how to love and protect each other, work in a team and laugh, be selfless and collected, do everything in their power for the benefit of the whole team. So, without noticing it, the characters of the picture turn into a family. And the creators are doing an important thing. They show with this picture that the most important thing in life is family. And let this thought of Dominic Toretto acquire a lot of jokes later. The message is really correct. He is important, he teaches you to be able to be a brother, sister, friend, girlfriend. Watching the characters of the picture, the viewer may well learn to be the same selfless in real life, at least at a simple everyday level.The picture takes a new peak. The heroes are finally confronted by a truly worthy opponent, who was embodied on the screen by Dwayne Johnson. The actor played FBI agent Luke Hobbs, who did not leave the audience indifferent with his charisma and impressive physical form. Elsa Pataki was also good. Also a new face in the franchise. The girl plays the role of a policeman from the Hobbs squad. Her separate story also fits perfectly into the overall outline of the picture.The film ""Fast and Furious 5"" is not just a continuation of the series, another film, of which there are many. For me, this is a really strong movie that combines several genres at once. It is perfectly visible how the entire team of creators tried to surpass themselves and shoot a really cool project. In my opinion, it turned out great. Director Justin Lin has created a unique atmosphere that keeps the viewer in suspense throughout the film. And let it be an action movie, there will definitely be a place for drama in it, and the confrontation of the characters with each other will make you watch the development of events with interest.10 out of 10.",alekspredator87,"May 28, 2023"
10,Great movie that's gives that ..,"Think this is when the franchise started to change for the better to be honest.Introducing Dwayne Johnson gave the franchise a massive boost too I think!And ever since this film, the franchise has just got bigger and better!The story is predictable but a lot of fun!It's a very enjoyable film with some really entertaining and truly likeable characters!Vin Diesel is just perfect as Dom!He definitely has the most badass scenes!Paul Walker is also really good and he has great chemistry with Vin!To be honest I think the whole of Dom's team have fantastic chemistry!Tyrese Gibson and Ludacris are especially very funny and entertaining!It's great to see Han back too!Gal Gadot is absolutely gorgeous as Gisele!Dwayne Johnson makes a great addition to the franchise too. Definitely one of the best characters in the whole film to be honest!The action is slick and there are a lot of really cool moments!The finale is very entertaining!!A nice pay off ending too for all the characters!The villain is ok but isn't particularly memorable.This is a truly great instalment in the franchise!",makhureyaw,"Dec 20, 2024"
10,The Greatest Fast and the Furious since the first one and its even better!!!!!,"Im not usually a fan of sequels, considering a lot of them are not as good as the original, this was indeed the case with the Fast and the Furious franchise, the first one was purely original and fun to watch while the sequels were not as good. This movie however proved me wrong. This Fast and the Furious story takes place after the fourth movie and picks up right from where they left it off and immediately finishes off with little time to take in. Dominic Played by Vin Diesal has broken out of prison with the help of Paul Walker and Doms sister. The overall story is not the most original thing I've ever heard of but in a way its a nice turn for the series considering the second movie felt more like an episode then a movie, i have no idea what the third movie was, and the fourth was a repeat of the first movie. This time around, Paul is not a cop but rather a fugitive on the run, i really liked this turn for him because i often wondered how many times could they allow him to return to being a cop. Many characters from the past movies come back here, so if you haven't seen the past movies, you will be lost as to who's who and whats their role to play in the story. New to this story is Dwayne Johnson who plays a ruthless but hardcore villain who is determined to capture Dom and his group. I gotta say, this is one of the only film roles i have seen Dwayne in that i actually like, i think he finally found the role that may define the rest of his career. The fight between Dwayne and Vin was indeed the Arnold and Sylvester fight everyone has been waiting for since the 80's. The movie has tons of girls in bikinis, fast cars, and a lot more action this time around. My only complaint if anything is the beginning, i kind of wish they hadnt rushed it like they did, im the kind of person that enjoys a good introduction, and the beginning was alittle too much emphasis, so thats about it everything else was fantastic. Also the shocking revelation in the end may send shivers down hardcore fans of the genre, others will not understand it, but i will say for those of you who have seen the past movies, you will get a real kick out of the ending, for those of you who haven't, see the past ones before seeing this one. If you have already given up on the franchise, watch this movie to change your frame of mind, it will make a difference.",yora217,"May 6, 2011"
8,Best of the series so far,"I say so far because i havnt seen 6-9 yet but based on the series up to this point this is my favorite. Loved the characters, the story was awesome, good humor, it kept me intrested from beginning to end.",jeremyrhess,"Aug 1, 2021"
4,Just more of the same,"""Fast Five,"" so named because it is the fifth entry in the highly lucrative ""Fast and Furious"" franchise, finds our intrepid band of car-racing criminals, played by Vin Diesel , Paul Walker and Jordana Brewster, masterminding a heist against a South American crime lord played by Joaquim de Almeida . Wayne Johnson joins the cast as an American Secret Service agent hot on the trio's trail.Replete with wafer-thin characters, corny one-liners, substandard acting and muddled moral messaging, the movie culminates in a spectacular, though really rather ludicrous, car chase through the streets of Rio de Janeiro. Strictly for aficionados of vroom-vroom storytelling.",Buddy-51,"Jun 28, 2012"
10,Super enticing movie,"This is by far the best out of all the fast and furious movies. Action packed with lots of crime ,romance and fun.i love the upgrade in cars for every release.vin diesel and Dwayne Johnson the best team ever they are the spearheaders of fast and furious team. This movie brings out all the adrenaline rush within a person because of ts pumping action.tyrese Gibson,Paul walker, Ludacris are some of the greatest actors of all times we see in this movie. The costumes,sound,cars ,,script,concept , dialogue,cast , places where the movie was shot are all top notch .it doesn't matter whether you love speed or not this movie is a must watch.",langahlethue,"Dec 17, 2024"
8,Summer truly has begun!,"Summer begins April 29.And yes, yes it did.This movie was friggin' awesome! I thought Fast & Furious was the best of the franchise, but Fast Five has completely blown all of its predecessors out of the water! Despite it completely breaking all laws of physics (especially including a scene where a small muscle car manges to trip a bus over) the movie was awesome. This makes a Fast and the Furious movie worth watching! Being a huge fan, I loved this movie to death.Never has a movie made me sweat in the theater seat and pump me full of so much adrenaline that I almost peed my pants.They drive a SAFE through the STREET!The other awesome part of this film is that it's a Fast and the Furious movie with a story and more depth to the characters. The previous movies were meant solely for their action and this one does that, too... Plus some more!I got the honorable pleasure to see this pulse pounding film in IMAX and it was worth every cent. I suggest that, for the full effect, you see it in IMAX as well. This is the pure testosterone of 2011. 2010 had The Expendables and 2008 had Rambo, now Sylvester has met his match, and his name is Justin Lin.",tsettles98,"Apr 30, 2011"
10,My favorite movie of all time,I love this movie it juss gives u the hood vibes and the way the actors handle the cars it's juss wonderfulDope stunts very creative action I also love the story line and the fact that it puts family 1st .....also love the comedy scenes by tryres Gibson and luda Chris vin diesel is always that tough and soft guy at the same time ...wish to see a scene from Zimbabwe because it has inspired a lot of people this side ...m juss sad Paul walker passed on in real life may his soul rest easy he is one of the best actors of all time ...I can watch this movie over and over again especially when m relaxed at home.,groovazoneent,"Dec 17, 2024"
9,poky,No content,abbadindiaguy,"Dec 28, 2021"
5,"Not bad, if you ignore some of the most unrealistic scenes EVER!",No content,themaxx69,"May 1, 2011"
8,Fast Five is a great movie,No content,jz61,"Apr 30, 2011"
10,Fast & Furious,No content,Furious2008,"Oct 20, 2023"
10,Awesome Movie..really gets you going,"I went into this movie with big expectations with Vin Diesel & The Rock in it. This movie surpassed my expectations by A LOT. Simply put, this movie is AWESOME. I saw this movie at 11 PM at night and when I got out I was so pumped up to do...anything.This movie has a GOOD story. GREAT scenes. GREAT actions. I really enjoyed this movie, and I'm a picky one.My favorite movie since the first one..and I actually think this may have been even better.GO SEE THIS MOVIE NOW. IF YOU ARE THINKING ABOUT IT, GO! It will be worth it..I rated it 10/10. I can't imagine anyone rating it less then a 7.5 and that would be weird to me.",nyUconn,"Jun 13, 2011"
10,I was really surprised,"I have never EVER liked the series but have been dragged to watch every one of them because of friends and family....so i didn't have very high expectations when it came to this installment. THIS MOVIE IS AWESOME!!! Tyrese Gibson was freaking hilarious in the film as was Don Omar, they were honestly one of my favorite actors in the entire film. It wasn't just a whole bunch of cars everywhere it actually had a good plot and a really good twist. The Rock was hot as always and he did a really good job in the film as well. All in all i like this installment better than any other one I have seen, including the first one. Please, if you didn't like the other movies give this one a try you wont be disappointed.",rarriaga831,"May 11, 2011"
5,"If you like popcorn, go see it, otherwise...","I'll keep my opinion (and bear in mind its just an opinion) short and sweet.If you enjoy: a) Hot babes. b) Awesome cars. c) Crazy stunts. d) Seeing Dwayne Johnson pretend to act.Then go and watch this film! You won't be disappointed and neither will your local venue as you guzzle through 3 boxes of popcorn. Otherwise, if you enjoy: a) Plots that don't make you face palm yourself. b) Actors that can actually act. c) Movies that adhere to the physical laws of this universe. d) Dialogue which doesn't make you roll your eyes every 15 minutes.STAY AWAY! It was a pain to watch if you came in there with expectations of a decent film, but if you came in there to see crazy stunts and babes then you probably won't leave too disappointed. One of the worst films I've seen recently, but I understand how it can be appealing.",Prometheus-Unbound,"May 2, 2011"
9,Everything You Want In This Genre,"This movie takes everything that was exciting and thrilling about the previous installments and brings it all together and even in many ways elevates it. The start isn't anything too spectacular , but the moment they bring all of the characters together for the mission is absolutely epic. Sometimes when franchises try to merge characters from one movie with another it is clunky and underwhelming, but all these characters truly come together to form a family. The dialogue is fantastic and the comedy is on point. Every character is used in a way that allows the film to progress nearly without flaw.The only downside I would argue is that the villain was extremely average and checked every box off as a caricature of the corrupt, money laundering, South American organized crime leader. Still, the fact the movie was as fantastic as it was even with a middling villain proves how fantastic it truly was.",ThereelscoopwithKK,"Feb 28, 2023"
9,Many stunts and the plot is so original,No content,9thgraders,"Feb 11, 2019"
10,Mind-Blowing Action,No content,toatallystupid,"May 5, 2011"
8,Impressive sequel,"While the emotion is lacking in this movie, it makes up with amazing race scenes and good comedy, it also does good in building off the 4th movie and the new characters are all funny and developed really well, plus the post credits scene gives us a good cliff hanger for the next movie, so a very good movie, but lacks emotion.",thesterlingweaver,"Feb 27, 2022"
5,Mildly interesting heist film,"thefilmsmith.com If you're a film critic aiming to be taken seriously you draw up reviews of awesome little-known films like Night of the Hunter and level sniper shots at the latest Transfomers flick. Anything heavily marketed to mass audiences is normally regarded as terrible before official screenings begin, and that sentiment isn't without its reasons. But even the most erudite critic has a guilty pleasure, and mine happens to be any film that tries to do as much real special effect work as possible before going to the computer, which is what made me curious about Fast Five.Paul Walker and Vin Diesel return to the franchise that launched their careers, this time hiding in Rio de Janeiro when a 100 million dollar heist presents itself.Despite featuring characters who are notable only for their attractiveness and angry faces, this 2 hour heist film manages to milk some character development. Dwayne ""The Rock"" Johnson hams it up nicely as the DEA agent chasing Vin Diesel and Paul Walker, and Walker is mercifully not given many lines. Instead, director Justin Lin introduces the characters with an impressive train heist and incorporates quieter moments that don't clash with the rest of the film.The actual heist sequence illustrated in the film's trailer is what intrigued me, but within the film it's delivered with mixed results. A scrapyard somewhere made a killing off the film, with plenty of vehicles getting mashed, crashed, and thrashed with nary a digital effect interrupting the fiasco (at least blatantly; it definitely played a supporting role). Kudos. After a while though, the auto body kill count becomes numbing and never manages to deliver a cherry on top of this metal mash-up sundae (think the truck flip from The Dark Knight).Despite being the fifth sequel in a car racing franchise that still bears of the scars of its adolescence, it isn't a bad action film. Sure, the film has some bad moments (it still retains its awkward homoerotic tension between angry ogre men), but overall it's bearable.If you're interested in the film's special effects, it might be worth your time. Other than that, I'm not sure why else someone would want to see it. Vin Diesel's shiny head? -Remington Smith",electrablind,"Apr 29, 2011"
10,"Adrenaline-Fueled Action at Its Best! Fast Five is an electrifying, action.","Fast Five is an electrifying, action-packed thrill ride that will keep you on the edge of your seat from start to finish. Director Justin Lin masterfully weaves together a complex web of high-stakes heists, heart-pumping street racing, and intense hand-to-hand combat.The film's talented ensemble cast, led by Vin Diesel as the charismatic Dominic Toretto, delivers memorable performances that add depth and humor to the story. Dwayne ""The Rock"" Johnson is a standout as the formidable federal agent Luke Hobbs, bringing his signature blend of wit and toughness to the role.The movie's pacing is expertly calibrated, with each scene seamlessly flowing into the next to create a sense of relentless momentum. The action sequences are breathtakingly choreographed, with impressive stunts and heart-stopping suspense.Overall, Fast Five is an exhilarating, entertaining ride that's sure to satisfy fans of high-octane action movies. With its talented cast, razor-sharp direction, and non-stop thrills, this film is an absolute must-see!*Rating:* 10/10 stars*Recommendation:* If you enjoy action-packed movies with plenty of suspense, humor, and high-stakes action, then Fast Five is an absolute must-watch!",tatendatatsy,"Dec 17, 2024"
10,Adrenaline junkies will love this,No content,roselindmuguti,"Dec 18, 2024"
