Rating,Title,Content,Author Name,Date,Year,Negative Score,Neutral Score,Positive Score,Overall Percentage Score,Overall Sentiment
8.0,worth it for the last 2 minutes.........,"all i can say is that the making of a #3 after a horrible #2 was worth it just to see the last 2 minutes...Everyone was ""like how can they make a #3... "" but it was worth it to see the cars, the action and a little fun. unlike the first two which focused on the people and their stories this one had the drama.... car crash after car crash. I think at the end you prayed you wouldn't wreck your car like that.I also love that like the others it had an awesome soundtrack.I do recommend the film to any one who wants some mindless fun entertainment.",bluesweetee,2006-06-25,2006,0.088,0.611,0.302,0.9864,Positive
1.0,What?!??!?!,"Whoever voted for this so highly needs to be educated. The plot was absolutely horrible. How is a race going to settle the conflict? How did a busy Tokyo street completely clear up because he honked his horn. How did he learn to be the best at drifting in a few days when he was no where near a good racer as is. The whole crowd was outraged and laughing at the idiocy of the writers at this part, among many others. There was no depth to any of the characters. We barely saw any nice cars, although the drifting was nice. The whole movie was not tied together at all. I don't want to spoil anything so I'll just leave it at this. Don't pay to see this movie. You will feel gipped.",krenar1,2006-06-25,2006,0.107,0.767,0.127,0.6306,Positive
7.0,For Once Take The Movie For What It Is!!!!!!!!!,"DAHMMMMM!!!!! For once would you people take a movie for what it is??? Why does every movie that does well on this site have to be a groundbreaking, heart touching, and life changing experience??? The one word to sum up this movie is ""great"". If you love great looking, suped up cars, hot women (especially hot Asian women) this movie is for you. The action in the movie was basically non-stop. There was always a race or chase or something happening to keep the movie flowing. It was never boring and you always were waiting to see what would happen next.Of course there is some cheesy dialogue and a tiny bit of weak acting here and there but its a great action movie and especially if your into cars.Even my girlfriend who I had to basically drag into the theater enjoyed it a lot.The icing on the cake was Vin Diesel's cameo at the end. It was great to see him back behind the wheel and I hope that maybe he would be interested in doing another fast and furious with him starring in it.Simply for what the movie is, its a great movie. I wish this would have been the sequel to the original because if it was I think the series would still be a strong and popular franchise.So all you people who are giving it bad reviews and low rating need to have there head examined. You all need to stop thinking your Roger Ebert and for once enjoy a movie for what it is!",Real_Film,2006-06-25,2006,0.061,0.732,0.207,0.9938,Positive
8.0,Much better than the other 2,Where do i start with this film? When i first heard this film wasn't going to have any of the original cast in it i felt rather disappointed but my opinion has totally changed after seeing it for the first time.The cast in it are great.Lucas plays his part well as does bow wow and the guy who plays Han. The things that stood out for me were the racing scenes mainly.There are a lot more than there were in the other 2 films and in my own opinion the races in this third are a lot better than any in the first two. The story isn't half bad either.I actually prefer this one to the 2nd film because of that as well as the racing. This is definitely a must see for all fans of the other two films though.,bopper-5,2006-06-26,2006,0.013,0.812,0.176,0.9783,Positive
2.0,Go instead: Legend of Speed,"This was the least entertaining film I've seen recently. Don't get me wrong, I am a girl AND I enjoyed The Fast and The Furious, as it was a ‘piece of fun’. But this film is exhibit A when people speak of the ‘no plot, all action’ movies that come out of America these days. I had two main problems with this movie: 1) This film was set in Tokyo, yet the main character didn't speak Japanese, he was placed in a school where classes were taught in Japanese. Also, I have never seen so many American-speaking Japanese actors in one movie, this film pays no respect to the culture, showing viewers a false world that Japan is truly accessible to non-Japanese speakers (which is not the case), that the Japanese people are most willing to sideline their own language to benefit one ignorant American person. 2) The great holes in plot was what makes the viewer feel dislocated from the characters, events. It is a rule in film that you have a ‘build’ then a ‘climax’, (meaning that the tension within a story is built, holding the viewer's attention then at the ‘climax’, the viewer feels the desired emotion of the event eg. death, birth, shock) This film does not use this: the plot goes along steadily, then hits ‘climax’-like points without ‘build’ or even explanation! I sat there often thinking ‘who's that?’, ‘what just happened?’ Even with the death of the main character's friend, which was supposed to make the viewer feel sad at that moment, missed target because of no ‘build’. The events went as follows: car business is alerted to money being taken from accounts, car business owner threatens and tries to kill said friend, main character and others escape in a car, friend is getting away as well in another car, friend's car crashes and he burns to death. The death leaves viewers confused as to what they have just seen. We are told hurriedly about the company's accounts, which we really should have been alerted to before, this is truly poor scripting. Overall, I find this movie to be too loose in the story-telling, not enough research was done about the location. I wasn't even too fond of the ‘drifting’. The final race between the main character and his nemesis was too close to being reminiscent of the Speed Racer series, for my liking. If you want a movie in a similar vein, try ‘The Legend of Speed’. It did what the filmmakers were trying to achieve here.",angel_starfine,2006-06-26,2006,0.146,0.763,0.091,-0.9853,Negative
8.0,Much Better than I Expected,"I fought with my friends to not see this movie. I begged, pleaded, and stomped my feet. Then, I gave in and loved it. Compared to the other two, this movie is alone. I loved the driving. I loved the acting and the character interaction. I even loved the cars, thought I am definitely a muscle fan. My heart did sink a bit when the Nissan engine got put in the beautiful Ford Mustang. But that has nothing to do with this. I really felt something when one of the characters died, as did, I believe, everyone in the theater. The acting really is superb. The end was a touch cheesy and the last 15 seconds does tie the 3 movies together well, but I say, ‘Forget those others then you see this movie.’ Enjoy this beauty of a racing movie.",MysteryMovieMan,2006-06-26,2006,0.047,0.724,0.23,0.9843,Positive
10.0,Destined to be a Cult Classic,"Tokyo Drift is going to be one of those love it, hate it movies, much like 2001: A Space Odyssey and other cult classics. For those who are in to cars, this movie much like the first of the series brings a never-before-seen aspect of car driving to the silver screen. The drifting scenes are revolutionary and exciting; it may be remembered as the Bullit of the 21st century. It may do for drifting what the other previous two series did for tuning. That is bringing it out of the underground and making it more mainstream. Unlike other director who might of taken the short-cut and the easy way out of using CG to create the drift scenes. Director Justin Lin actually used real drivers and cars, which helps to bring a level of realism not found in other films. Justin Lin also accomplishes that he is so adapt at, that is portraying a part of Asian youth culture that the general public usually doesn't now see.The story itself is a trial and trued pattern of forbidden romance. Although the plot may lack originality, it is far from boring. But the focus of the film is on the cars and the driving and not on the plot. I think this is where the film gets into trouble with critics who lack the appreciation of the cars and the driving scenes. Many reviewers get lost in trying to find something from this film that is not meant to be there. If you want they want something mind opening, watch Brokeback Mountain. If you want to watch a movie for exciting and great action/driving scenes that you wouldn't be ashamed to talk to your friends about, watch this movie.",liubhs02,2006-06-26,2006,0.061,0.804,0.135,0.9686,Positive
10.0,Well ....kinda cool..,"Got my movie from a local area server(fortunately it was the good screen version one), shoved it in my usual player, got my popcorn, lay-ed back on my chair and pressed play... Well, the second Fast and Furoius had a cooler UNIVERSAL promo... At first i thought it was going to be a teenager kind of movie and got disappointed, but after a while, it started to catch me... What can i say...the special effects got me off the chair... made me press that rewind button:)) The movie has some awesome special effects and a nice story...even dough it is standard... they fight over a girl, but in overall it is cool. I recommend this movie to anybody that likes speed and shiny stuff... It made me wanna get my 318i and try to make some drifts:D kids don't try this at home!!",wndol,2006-06-26,2006,0.032,0.777,0.191,0.9792,Positive
10.0,F&F 3 Rocked,"Fast and the Furious:Toyko Drift was an excellent movie. The races were interesting and the movie kept my attention the whole time. Some of the scenes of the movie had me on the edge of my seat, unlike the other 2, where I could fall asleep and miss nothing. Bow Wow did an excellent job (he actually looked like he belonged in the high school). The scenery was cool, especially the parking garage.The only draw back was that Vin Diesel only made a cameo, and the main racer was supposed to be under 18 and he looked like he was in his 30's. Other than that it rocked. The cars kicked butt (so did the paint jobs). It's a good movie to go see if you are bored out of your mind and you want to see something that will get you blood flowing.",buffyangelspikeyscoobysb,2006-06-26,2006,0.042,0.824,0.134,0.9304,Positive
10.0,Tokyo Drift,"‘The Fast and the Furious: Tokyo Drift’ is the third of the F&F movies; it delivers all the races and crashes you could possibly desire, and a little more. After only one day in school, Sean (Lucas Black) is offered a customized street speedster, and is racing down the ramps of a parking garage against the malevolent D.K. The racing strategy is called ‘drifting.’ It involves sliding sideways while braking and accelerating, and the races involve a lot of hairpin turns. The movie ends with a warning that professional stunt drivers were used, and we shouldn't try this ourselves. Like the stunt in ‘Jackass’ where the guy crawls on a rope over an alligator pit with a dead chicken hanging from his underwear, it is not the sort of thing likely to tempt me.",tipharris12,2006-06-27,2006,0.072,0.892,0.036,-0.7351,Negative
7.0,Tokyo Drift.....drifting away from the plot...,"First off, I quite liked this movie. For a movie that followed on the heels of 2Fast this is an achievement. 2Fast was just just lameness personified. Tokyo Drift, or 3Fast, as I will refer to it, was much more restrained. Sure, it had foolish plots, love story, fast, scalextric like cars and all, but it was less....stupid. At least, for 90% of the movie. There are two things that really stand out as a ‘spit-your-coke-into-the-hair-of-the-guy-sitting-in-front’ moments.’ Firstly, and right from the start, we are expected to believe that the lead character is 17 years old. This is the same trick that was pulled in Biker Boyz and it doesn't work here either. Granted, the age difference wasn't as great here, but the guy is actually 24, not 17, and looks nearer 30. Not good for suspension of disbelief. Secondly, towards the end, having peed-off the local crime boss, the ‘hero’ boldly goes into the lion's den to make amends and settle honour.......by suggesting a car race with the loser leaving town! I'm not sure if it was intentional or not, but Sonny Chiba really did look completely non-plussed at the suggestion. You knew it had to happen...it's a car racing movie, after all, but it was just ridiculous. A car race to the death, or the loser having finger's cut-off.....maybe. But not leaving town! Beyond lameness. There are bright spots, though. The racing is pretty entertaining, and they've done away with the ‘hyperspace’ graphics when someone presses the nitrous button. There are a few scenes where the ‘hero’, whilst learning to drift, thwacks a wall and the car doesn't show the damage in the next scene, but does at the end, but that is just down to bad editing. You'd think it'd be easy enough these days to CGI a few dents in for effect. Also good was Sung Kang, as Han (not as in Han Solo, though he has some of the same qualities) who is by far the most likable of all the characters in the film, with his life-zen outlook and easy manner. He steals most scenes he's in, without really even trying. And there is the obligatory cameo at the end from a certain former Fast and Furious star. Not sure whether this was to give the film some kind of ‘legitimacy’ in the franchise, or to hint at his involvement in the inevitable next movie. Either way, an interesting little scene right at the end. Overall then, better than the second movie by far, but still not up to the first one. But worth a watch, nonetheless.",Rob_Taylor,2006-06-27,2006,0.11,0.785,0.105,-0.7134,Negative
4.0,this movie sucks,"OK, not only does it not make sense, the story is just stupid and boring.I watched the whole thing without sleeping only because I kept waiting for some good car action ... but it never came.Oh, and they smash up almost every car. It almost made me cry tears of rage ... such a waste of nice cars (not that you really get to see what they are anyway).They should've just focused on the cars.... Instead they tried a story as well and blew the whole movie. Nothing in it was enjoyable.At first I saw Bow Wow was in the movie. So naturally I thought ... dam Bow Wow is a great rapper, so this should help the movie. Instead, his character is a criminal loser, with the most stupid ride I've ever seen.Then the opening scene with the usual college kids trying to be baddass and the *good strong kid* against them. Dam ... he was supposed to be a hero but instead he gets owned ... and this is the main character I'm talking about.So then I thought, wow, so maybe he gets off to a slow start and he starts showing some skills in Tokyo. Nope. He just goes from one stuff-up to the next. And someone always ends up giving him something else to stuff up and the movie goes on and on. The whole way through I'm in disbelief and trying to keep myself from falling asleep by thinking that he will finally show some skills and own up the bad guys.Then that moment comes and he wins ... but its such an anti-climax. Not sure why. I think its because I never really saw any good skills. Or maybe its cos there was no point to the win. Or maybe its because I never really got a sense of the racing. Or maybe its because their race 'tactics' involve smashing into the opponents car. Dunno.",joshuabeattie1,2006-06-27,2006,0.104,0.728,0.168,0.9847,Positive
10.0,As the Summer movies go!!!,I have been to the midnight openers of all the summer Blockbusters. After each of theses movie so far (not including Pirates thats next week) my friends and myself walk out of the theater poking holes in each of the movies.X-men - one battle. Cruse impossible - same old thing... whats newSuperman - only showed up 3 or 4 time in the movie F&F - From beginning to end. So far the best of the summer. It is not Hollywood like the first or Miami Vice Like the second one. It is the first time that Hollywood has made a action movie right for the MTV gen.SEE THE MOVIE - and tell me where I am wrong!,alecia-steiner,2006-06-28,2006,0.06,0.859,0.08,0.5493,Positive
3.0,Not the best of the lot,"Graphics were alright, but other than that it was pretty awful. Acting was pretty average, and the story line was a bit too cheesy. If I could, i would certainly go and get my money back, although I can't deny that the sound of the engines was nice to hear on the surround sound. The camera angles made the driving seem too easy, and just the whole idea of racing on the streets of Tokyo in the middle of so much traffic is just hard to swallow... Won't recommend that you go and waste the money in to watch in theaters, but it might be worth the watch on DVD if you have nothing better to do. I think i liked the second one the best out of the three F&F movies, but even that one wasn't worth paying, so you can probably guess how horrible the acting was.",Omarsolaija,2006-06-28,2006,0.115,0.698,0.186,0.9364,Positive
9.0,I liked it!,"It may not win an Oscar but i liked it, very much!Don't expect a good story, cuz it doesn't make any sense. Don't expect good actors, cuz thay suck ,specially the main guy. Don't expect being on ""the edge of your seat"", cuz there is a few boring parts.Do expect cars. fast, new and beautiful cars. Do expect special effect, cuz there is a lot from where they came from. Do expect good music, hip hap music that will sound good in your car when the movie will release on DVD's.To sum up, take your best friends and enjoy a 2 hours of fun. If you crazy about cars, you going to love it.peace!",mar741,2006-06-28,2006,0.112,0.607,0.281,0.9864,Positive
7.0,"Not bad, better than the last.","This film was definitely not as bad as the second. OK, they've all been fairly rubbish, but in a good ‘enjoy them with a few friends and a few beers’ kind of way! It was a good way to distract yourself for a few hours, and I could think of worse ways to spend £6. The plot was slightly better (although still fairly crap) than before, and the actors weren't too bad. The cars and race scenes were up to their usual standard and looked pretty slick - I think the reason this one's about drifting is so they could tie-in the fantastic number of gear changes used throughout the series. The addition of several hundred hot Asian woman wearing very little could only be described as the icing on top! The appearance of Vin Diesel made the film for me, it was uber-cheesy and had me in stitches.",ilikeyoghurt,2006-06-28,2006,0.057,0.743,0.2,0.9774,Positive
6.0,cars in the rising sun,"Mark Kermode always warns against seeing films which are based on computer games. Theyare all meant to be awful without any plotting instead relying on brand recognition and glossy producing and a couple of good looking women. Go back and watch Citizen Kane then. This is fun, rookie driver with dark past, we've heard it over and over again for 60 years ""I'm troubled, I let someone down"" so we know where we're starting from. He goes to Japan to take part in a lame macho, genital waving affair of motor racing. The usual dichotomy of good and bad guys who fit clear personality types with no ambiguity as usual. Then the cars do their thing and thats what you've been waiting for. I and some others ended up seeing this as a result of the actress Ashika Gogna and another who had been used as a part of a painting by the actor and scientist Stephen Armourae. Knowing her had an eye for a good thing (or what he likes) I gave this movie a go, it was a pleasant surprise that despite all its clichés it was entertaining and if cars are your thing you sure will be happy. Plenty of handbrake turns and snarling bad guys trying to crash our hero",faheemzaiz,2006-06-28,2006,0.087,0.763,0.149,0.9403,Positive
6.0,More of a comedy than an action movie,"The movie wasn't too bad, at least not as bad as some of the other movies that are still out. I didn't like Bow Wow's character too much. He seemed out of place in Tokyo and I'm not saying that just because he is not Asian. Twinkie, Bow Wow's character, seemed a little too...American for Japan. He had been living there longer than Sean, yet Sean some how managed to learn more Japanese than him. And Sean never did really get the girl. Sure, there were implications that they liked each other, but there's no romance in their relationship at all. My friends didn't really appreciate how Sean, a white man who had just moved to Japan, became the new DK or Drift King. And why was Vin Diesel in it exactly? What I did like about this movie is how funny it was. I'm sure the writers weren't aiming for funny, but my friends and I just found the entire movie hysterical. Like why was it that the whole entire school was into drifting? And there was this one scene where they were racing in a crowded street and everyone just somehow knew they were drifting and formed the shape necessary for the drift to occur. If you want a good laugh, this is the perfect movie from you.",justloseit04,2006-06-29,2006,0.05,0.777,0.173,0.9858,Positive
1.0,Behhh...i want my money back,I think that this movie should be buried in the dessert and left to rot I would have rather given the money I spent on the ticket to a crack head! The movie started great if was full of action and suspense then about 5 minutes in it died. HOW does some Alabama white boy end up in JAPAN! COMON! The drifting was bull I have been to many professional drift tracks and the crap in the movie was completely beyond the odds of physics... not to mention the dialog! Like someone wrote the script on the inside of a pack of matches from a strip club. Get real and VIN DEASEL? Wtf are you doing man... OH Ya a mustang with a RB26DETT???? FIND ME SOMEONE THAT CAN MOUNT THAT OR FOR THAT MATTER FIND A RIGHTHAND DRIVE COLOM BOX AND DRIVESHAFT! Get real this movie was a joke and i'm sure many people will agree.,sekondjenrx7,2006-06-29,2006,0.057,0.843,0.1,0.7623,Positive
9.0,Turns out I am a red blooded male!!,"I saw the very first Fast and The Furious a lot of years ago and I only remember I didn't like it at all. I'm just not a car guy, I don't known the difference between an engine block and a car stump and Nascar or any car racing usually bores me to tears. I never even bothered seeing the second installment of this series and I had no desire at all to see this third one despite my love for movies which eventually is what caused me to see it. I had nothing else to see and I really wanted to go to the movies so there I was sitting in the theater and all car movies are usually described as ‘High Octane’ but Fast and The Furious Tokyo Drift defines that!! How great is it when a film you have such low expectations of turns out to be incredible?? That's exactly what happened for me with this film. Not only are the car race and chase scenes edge of your seat, beautifully and brilliantly choreographed, but the story is really good!! The performances from the cast are also really good. It was an all around great movie that is definitely worthy of a night out. Lucas Black who has done some great work as of recently in Jarhead, and Cold Mountain plays country boy who loves his cars Sean Boswell. Black plays Boswell like the absolutely perfect hero. He's rough, tough, don't mess with him, but at the same time, loyal, handsome, even suave in a country kind of way. And on top of that he's completely out of his element by dropping into the high speed world of Tokyo street racing and Tokyo in general. Such a huge part of the greatness of this film is seeing this boy completely out of his element determined to win back the thing he knows best...racing. He's never quite the underdog but you absolutely root for him. Black does a really great job and I think this film could really be a stepping stone for him to leading man status. Newcomer Nathalie Kelley plays Black's love interest, and racing fanatic herself Neela. Now for an actress, especially a newcomer to hold her own in an absolutely testosterone driven film is pretty impressive and she does exactly that. I still wouldn't say her performance is fem-powered, I mean the girls are still somewhat trivialized as ‘car-babes’ but for the only leading female role she does very well. Her and Black's character have good strong chemistry and she drives with the best of them when you finally see her behind the wheel. I am positive you haven't seen the last of Nathalie Kelley. Bow Wow (formerly Lil) plays hustler Twinkie (Twink.) I have to say that Bow Wow is not one of the stronger performances in the film. He does alright but he is definitely overshadowed but strong performances by Black in the lead role and the other characters around him. His character I think is a lot weaker than the others and it makes it hard to be a decent role. Mostly a TV actor Brian Tee plays bad guy/tough guy D.K. (Drift King.) He is absolutely excellent as the bad guy, even though he does come across as something of a schmuck, I think that's the idea. He is the perfect contrast and adversary to Black's Sean Boswell. D.K. is everything that Boswell isn't and has his girl, his talent, and his cars. I would like to see Tee in a hardcore bad guy role in the future, he was excellent and you hated him but knew it was going to be fun to watch him get his in the end. Sung Kang is terrific as D.K.'s business partner but also adversary secretly. Kang plays Han who immediately takes to Sean Boswell and brings him aboard convinced he is a trustworthy person to have on his side which definitely turns out to be true. Kang's performance is subtle, quiet, but really good. He is a mentor and kind of an anti-hero in many ways. Great performance!! Director Justin Lin captures the Asian street world in such a way that it just draws you in. Scenes of Tokyo alone are stunning and seeing Lucas Black's character dealing with not only the street world but school and every day life in a completely foreign atmosphere gives this film so much more than just car racing. It has such depth and really an interesting and powerful movie. I don't know if it's action or drama but somewhere in the middle is something that for a third installment to a series about car racing is so impressive!! And even myself NOT being a fan of the series the twist surprise cameo at the end was awesome and brought a smile to my face since there was no real connection to the other films until that moment. Beginning to end it locked me in and left me on the edge of my seat with amazing performances, terrific scenery and direction and great characters. Absolutely worthy of seeing!! I may even go back and try the first two again in honor of this one. 9/10",Robert_duder,2006-06-29,2006,0.054,0.689,0.257,0.9998,Positive
10.0,Kung Sang,"I'm just writing this because I was excited to see him in Fast and the Furious, Tokyo Drift. I'm a big fan! I have seen his other movies. This one has a special feel for me, his character was cool although died at the end. I liked him in Better Luck Tomorrow, thats how I started viewing his films, too bad that there is not much information in the internet about him. I liked all of the Fast and the Furious movies, but this third one is my favorite. Its different and plus the setting is nice. I really like the cars, these performance cars has never really left the scenes, specially in Asia and that is highly appreciated.",ana-diego8,2006-07-01,2006,0.064,0.718,0.217,0.9634,Positive
1.0,terrible,"ooh my god. that was a mess. i didn't like it at all. it is like they gathered the ugliest people in the world in this movie. that dude (shan or whatever), what is wrong with his speech? i mean he cant talk normally, and to be honest the other main characters of the previous ""fast and furious"" series were like prince charming compared to this one. and that Japanese dude (DK) he is too ugly too. i didn't like the way he looks at people and the way he talks. and the scenario was horrible too. the only thing i liked in this movie was the cars. and of course bow wow. he plays damn good, and talks cool. he met my expectations. i voted this movie 1 out of 10. this movie sucks.",matricha,2006-07-01,2006,0.17,0.667,0.162,-0.3226,Negative
10.0,The Fast and The Furious's third installment may have changed location but it still is a well-put-together movie,"The third installment of The Fast and the Furious combines great action sequences and a strong plot to make a movie that may match the first Fast and the Furious. the races and chases through the Tokyo streets keep you on the edge of your seat the hole way through. Lucas Black delivers a spectacular performance of young teen who finds his calling under the tutelage of Han, a man of authority in the Tokyo underground. This film does live up to the standard set by the first Fast and the Furious. from an amateur vs. expert drifting race to a drifting chase through the streets of Tokyo, to a final climactic race down a mountain, the scenes are full of believable action. The audience goes on a adventure that will leave them wanting more. This movie is one of the best this summer and is a must-see.",Kieranmitch,2006-07-01,2006,0.074,0.835,0.091,0.4404,Positive
7.0,Moving it to Japan made it worthwhile for me,"OK I'll concede it wasn't quite as good as the first two, but I still enjoyed this film. I felt that moving the location to Japan and introducing a new style of racing made a decent job of making the movie fresh.If it had just been another American coastal city (LA or Miami) with a bunch of regular drag races with some of the same people as the other two, it would have been a boring movie. But by having cute little Japanese girls wearing the skimpy outfits this time around, and featuring the beautiful backdrop of Tokyo (for some of the scenes anyway), and by using a fresh and totally new cast, I felt it made the movie worth one viewing.Plus I liked the cars as much or better than the cars of the first two films. The 460 HP twin turbo Nissan 350Z was an awesome machine for DK to drive in the film. I really loved the modified RX-7 with Han. Even the RX-8 was nice to look at, almost as nice to look at as the driver Neela. A lot of people made a beef about putting a Skyline engine in the old '67 Mustang, but at the same time, every single car in the film and in the street/drift racing scene has 95% of the original body/engine parts removed and/or replaced anyway, so what's the big deal with giving it a different engine? This isn't' the greatest movie ever made. But if you just want a nice 95 minute cheap thrill ride while looking at cute girls cheering on the guys driving their $60,000 turbocharged rides, it's solid entertainment.",ccaudle,2006-07-02,2006,0.035,0.741,0.225,0.9966,Positive
6.0,Could do with some polishing.,"I'll say the first thing that came to mind when I was going to offer my comments/reviews on this film: The first two were obviously better. Mainly because the story lines were thought about carefully. FF3 was to me, absolute rubbish in certain parts of the film. But I think I thoroughly enjoyed most of the action with the cars and because I love Japan, it was nice to see great views of it from every aspect. (From city night life to the school life) As much as I also enjoyed see a certain someone at the very end, it actually made the ending quite pathetic. I saw no logic behind it.But nonetheless, I enjoyed this film but I'm still deciding as to whether or not I should purchase the DVD. Soundtrack is a definite must though.",vanessa-jane-c,2006-07-03,2006,0.048,0.724,0.228,0.9844,Positive
10.0,What an adrenaline rush!,"OK, well it wasn't an Oscar winning kind of movie, nor was it meant to be, but it is an amazing thrill ride that doesn't slow down. Before i went to this movie on the opening weekend, i had read some bad reviews of it and so i went in with mixed thoughts. But i came out with a clear thought in my mind, WHAT A FILM!It is so well directed and the actors are perfect in each role and the cars, wow! (but that mustang at the end would have never drifted like that)Don't listen to all the a******s who keep moaning about it being to unrealistic. Just go in for a good fun 2 hours that really gets your blood rushing! If you liked the two previous movies then you will love this one. I am a huge car and fast and the furious fan, and i really enjoyed this one and it is by far the best in the series (you may not like Lucas Blacks accent in it, but you may get used to it).",Tom-AVA,2006-07-03,2006,0.078,0.661,0.261,0.9939,Positive
6.0,"2 Fast, 2 Furious ... but unfortunately 2 Much","Lucas Black takes the leading role from Paul Walker in this the third outing of the Fast & Furious series, that - unlike the previous two movies - focuses on the art of 'drifting'. Director Justin Lin does a decent enough job here, with a lot to contend with from its superb predecessors. The setting is the streets of Tokyo, Japan, as Lucas Blacks character is shipped off from the US to Japan in order to avoid jail. There he gets involved in the underworld car racing, or should I say car drifting, scene.The acting is average at best, with the relatively unknown Black doing the best he can, but clearly lacking experience. The racing scenes are, as expected, top notch, but the plot just seems silly, and it is these racing scenes that are needed to carry the film through to the end. The main problem with this film is that it really needed a stronger on screen presence, but since none of the original cast returned and all the actors are relatively unknown this was clearly lacking. Overall it was an average attempt at a movie. The action is good but the acting and plot struggle throughout, and I think personally this was significantly lacking when compared to the first two movies. Without spoiling the film, there is a nice surprise during the final couple of minutes, that added a point to my rating, but it wasn't enough. It gets an average rating of 6-10 - watchable.C><",craigy101,2006-07-03,2006,0.046,0.834,0.119,0.9601,Positive
3.0,You can find better activities than this,"I was never a fan of sport/race cars, but it's always interesting to watch high speed and thrilling race. In this movie, only two things may catch your eye - nice chicks, when they appear and good looking cars... and... that's it, folks.It could be quite a good comedy, when you can see a car breaking the speed of 1 Mach (it means velocity of sound, ~330m/s) and when camera suddenly goes to a cabin and shows the speedometer and you see ""WOW! it's whole 90 km/h"" - that's pathetic. Today's scooters can reach that speed at ease.At the final race you can see a secret Japanese ""transportation system"" used. How can people standing at one point film whole race lasting approx. 5 minutes, when cars reach speed of 200 km/h ?? A real phenomenon movie. Film director and screen writer must have been facing brain meltdown, when filming this.By the way, about FX - they totally suck, for example, if you look at the car crash (at about little more than 1h from the start of the movie) you can see a disgusting computer graphics work at it. To be straight I mean, when the 3D parts at the side of the engine are shown.In overall, a nice sci-fi movie (perhaps word ""science"" should be omitted).",Odysei,2006-07-03,2006,0.073,0.778,0.149,0.9612,Positive
10.0,Tokyo Drift will make you drool on yourself.,"If your a big fan of the series like I am, you got to see this movie.First off, the movie stars Lucas Black(Shawn Boswell)who gets in trouble back home and is forced to move to Toyko to live with his dad to avoid jail time.+ The sound effects are awesome, whether it's shifting gears, or hearing the rubber burn off the tires as they drift down the hill, believe me, you will hear the noise. + The music is good especially because it fits in with the whole theme. It seems to me its some kindof Japanese music which is self-explanatory. + The plot was great in my opinion is one of the best action movies of the year! If you want action, and you love the franchise, then you have to see this. You'll be surprised at the end of who shows up. + Not only do you get action, but a little comedy in there. I laughed pretty hard at some of the things Shawn would say. It seems to me that some parts of the movies were dragged out. They could have left some scenes out but overall nothing else is bad about the movie. Hope you like the movie.",ADPollock1188,2006-07-04,2006,0.036,0.789,0.175,0.9851,Positive
9.0,"Wow!! what a movie,","i saw fast and the furious 2 and was really disappointed. when this movie got released i was thinking that it would also be a piece of crap..but i was totally wrong, the film is very well executed. the action scenes were really superb. the story was a little complicated as. why the hell did Hans gave his car's keys to the lead..? he didn't knew him or else. i could not understand that. the cars used in the movie was too good as i love Nissan 350z and skyline GTR. yeah the lead is very bad he doesn't know how to act or deliver dialouges he is just awful..he is shown as a 17 year boy in the movie but he looks like 35..lolif you a car movie fans than this is your ultimate choice.. go enjoy the movie..",Dexter_666,2006-07-04,2006,0.076,0.81,0.114,0.7314,Positive
7.0,Stupid but fun; probably unintentionally.,"While this is one of the stupidest movies ever, it was fun to watch. We ended up regularly laughing with/at the movie and everybody in my group who went to see it said they enjoyed it. When you combined this with the fact that it had some gorgeous women, it was a surprisingly fun movie. Even if you are not up to the Herculean task of suspending disbelief when watching this movie, it can be ""fun"". However, it is not, however, a ""good"" movie. While the adults playing teenagers do not even look the part, the character motivations are incomprehensible, the dialog is puerile, and many of the vehicular stunts are far-fetched, the movie is inexplicably fun to watch (with a group).",garretsr,2006-07-04,2006,0.04,0.768,0.192,0.9678,Positive
8.0,a cool movie that presents modern tokyo and has awesome drifting and action,"i personally LOVED this movie! and so did all my friends who watched it in the theatre with me:]As a overseas military brat, living in japan, and being half Japanese, i could really relate to the movie. Over here, drifting is definitely the cool thing to do. I don't know how popular it is in the states but here, anyone that is into cars is in love with drifting! So it was really cool to see all the action and the awesome stuff the characters did in the movie!The movie actually covers a lot of what japan really is, which makes me really happy. I don't think a lot of Americans really know what modern tokyo is really like. The girls are seriously annorexic! And the fashion is wild! A lot of girls where clothes that BARELY cover them. Short skirts, hooker style. Either that or they have some REALLY weird fashion, uber Gothic, or hair with crazy colors and weird cuts! Some of the things in the movie aren't really accurate, but overall you can see what the real japan is like in this movie! We don't carry samurai swords anymore. sorry...Even if you don't know anything about drifting, you should give this movie a shot, because there is a nice plot to it and the action sequences are amazing. It'll always have you on the edge of your seat, and cringing at every close call or gasping when there is an accident.i haven't seen the other fast and furious movies, but i loved this one and if you like action driven movies, this is the one for you!",meloncoke-1,2006-07-04,2006,0.063,0.769,0.168,0.9899,Positive
