Index,Rating,Title,Content,Author Name,Date,Year,Negative Score,Neutral Score,Positive Score,Overall Percentage Score,Overall Sentiment
138,5.0,A Different Type of Street Racing,"Constantly in trouble due to illegal racing, a high school senior named ""Sean Boswell"" (Lucas Black) is sent to live with his father who is in the military and stationed in Japan. When he gets there he immediately gravitates to a group of other students his age who are also involved in racing fast cars. However, because of the limited space in Tokyo the sport has changed to one that involves negotiating extremely tight corners in either an underground parking garage or a narrow road along the side of a mountain. The problem Sean has is not only that he is not used to this type of racing-known as drift racing--but also that his main rival is an arrogant punk named ""Takashi"" (Brian Tee) who is extremely jealous whenever his girlfriend, ""Neela"" (Nathalie Kelley) even looks at another guy. And there is some definite chemistry between her and Sean. It also doesn't help that Takashi thinks he can do whatever he wants because his uncle, ""Kamata"" (Sonny Chiba) is a high-ranking member of the Yakuza. One other problem is that Takashi is also extremely good at drift racing. In any case, with all of these areas of disagreement it is only a matter of time before Sean and Takashi have it out and when they do the stakes will be very high. Now, rather than reveal any more I will just say that this movie certainly had some good moments here and there. Unfortunately, there were some scenes which were a little over-the-top and which caused the film to seem a bit uneven. That being the case, I rate this movie as about average and recommend it only to those who might enjoy a film of this type.",Uriah43,2017-01-15,2017,0.086,0.859,0.055,-0.8707,Negative
140,5.0,Drifting Into Franchise Turmoil,"It's been well documented how the F&F franchise was pretty much garbage before The Rock came on to the series, and Tokyo Drift is more of the same. I had never sat through the entire runtime until now, and just as I thought, it's definitely not one of the better ones.In fact, Tokyo Drift is the second worst of the series, just in front of its predecessor, 2 Fast 2 Furious. This installment takes the series abroad, as we watch Sean Boswell played by Lucas Black, get brought back into the dangerous game of street racing and become acquainted with the technique of drifting. Boswell is supposed to be a teenager who gets sent away to live with his father in Tokyo after getting into trouble one too many times back home in Arizona. Black doesn't look young enough to be in high school, nor do I really see the need for the writers to make him in high school. Why not just make him a high school drop-out, a few years removed from a structured life, and someone looking for a place to call home. Perhaps, even refer to him as a constant ""drifter"". Poor Pun? Probably.With no sign of Paul Walker or Vin Diesel, Tokyo Drift is forced to carry on with actors who are better off served in supporting roles. Surprisingly, there isn't that one character or performance that's distractingly over-the-top like in the previous two adventures. At the same time, there's nothing all that special about any of the characters to begin with. There's certainly more of an attempt to add depth to the characters, with both the protagonist and antagonist having some serious family issues, but it's not fleshed out in an interesting way. Instead, most of it is addressed in a disappointingly cliché manner.You can tell there's something refreshing about Justin Lin's direction. He isn't repeating the same beats as the first two films in the same way that 2 Fast 2 Furious did. The decision to take it outside America and bring new cars and new characters was probably the correct choice, but it could have handled better. In the same vein, the lack of creativity in the plot is puzzling. Introducing an antagonistic uncle to Takashi who I think runs some sort of shady business was unnecessary. Not only did they refuse to really address the nature of his work but I'm not sure he added anything of value to the story, at all.Does it matter that the second and third F&F movies are poor? Not really. With where the series is now, it doesn't really matter to me that the first few films struggled to find the right tone. What's important is that they have found the right speed now. See what I did there?+New locations, cars, and action-Characters are as generic as they come-Weak villain5.4/10",ThomasDrufke,2017-04-09,2017,0.097,0.833,0.07,-0.9403,Negative
141,8.0,"No rats in buckets, no CGI, just an entertaining flick featuring excellent car racing","Branching away from any original cast members of the first two films, thankfully, Tokyo Drift provides a refreshingly new look to the franchise.Tokyo Drift is possibly my favourite of the series, or at least its up there with the first film; it only has a few problems that can be swept under the ""It's Fast and the Furious, what do you expect"" carpet. The story follows American ""teenager"" Sean Boswell (Lucas Black) whose reckless driving lands him prison time, but to avoid this he moves in with his father in Tokyo. He attempts to move on a dangerous rival's girl, and must become a competitor in the street racing's drifting scene.I say ""teenager"" as that's what IMDb says, and he does go to school in the movie but honestly, he's the oldest teen I've ever seen. Along with every other ""teen"" in this movie! While I talk negatives, the majority of the film is set in Tokyo yet 95% of the dialogue is English and Sean has a knack of meeting every foreigner in the city. I don't mind this so much, but I fully expect all of the Japanese characters to speak Japanese, especially when Sean isn't present!But, unlike 2 Fast 2 Furious (choke) this film actually cares for its characters and their personalities (as Sean says early on: ""It's not about the ride, it's about the rider"") from Sean's fish-out-of- water acceptance, to his mentor Han's closet of skeletons. The villain isn't ridiculous either, his uncle is part of the Yakuza and he has a serious ""king of a little hill"" problem. Again unlike 2 Fast 2 Furious (gag) the cars have never looked better, sleek and refined and the drifting action is spectacular, especially when synchronized. Plus, no CGI, just skilled professional drivers, making the film worth seeing solely for the racing.There's no stupid Tyrese Gibson mugging at the camera, no rats in buckets, no CGI, just an entertaining (albeit poorly localized) flick featuring excellent car racing and professional stunts.",CinemaCocoa,2017-04-12,2017,0.139,0.779,0.082,-0.97,Negative
142,4.0,The weakest of the F&F series,"The third installment in what was once the Fast and the Furious trilogy was a near total reboot with new characters and a new location. Sean Boswell (Lucas Black) is a troubled teen whose mother ship's him out to live with his military father in Tokyo. He encounters Twinkie (Bow Wow) who introduces him to the underground street racing culture of Tokyo. He flirts with Neela (Nathalie Kelley) and is challenged to a race by D.K. (Brian Tee). Loaned a car by Han (Sung Kang), Sean is introduced to drifting and the complication of trying to make the tight turns of this Japanese racing style. He destroys the car, loses the girl, and finds himself in debt to Han. Forced to carry out chores for Han, Sean makes a deal where he can learn how to drift as he familiarized himself with the underworld of Tokyo. Han takes him under his wing but there is trouble brewing with D.K.'s illegal business. With the help of Twinkie, Sean practices the art of drifting and attends his Japanese high school. The bully Morimoto (Leonardo Nam) is part of D.K.'s crew and beats up Twinkie before Sean steps in to stop him. Check out more of this review and others at swilliky.com",swilliky,2017-04-13,2017,0.125,0.844,0.032,-0.9612,Negative
143,5.0,Change Of Pace Doesn't Seem Too Fresh,"First,the good,the cameos,they may seem unimportant,but they're very cool and honor the past.The racing,it is a bit different,and I like how there is a lot more practical stunts than CGI.I liked that the races were part of the plot,and even though it wasn't the best,the plot did flow nicely.Some characters,like Han and Twinkie(yes that's his name)were decently acted and entertaining.The main character had a few good scenes as well.The best part is the new setting of Tokyo,it is very different and the movie does a good job of exploring the racing culture.Now,the bad,the characters,they aren't nearly as memorable as the originals,and aren't acted the best.The main character is pretty wooden,and the villain had a weak motivation and wasn't that threatening or entertaining,he was just an asshole.The action,it all feels the same,but it's still pretty good.The movie mainly suffers from being unmemorable.All in all,Tokyo Drift has good racing scenes and a nice setting,but it also has weak characters and isn't the most memorable,it probably should've been a direct to DVD movie.",jordansepticeye,2017-04-17,2017,0.061,0.75,0.189,0.9754,Positive
144,6.0,the 3rd one is so much better then the 1st.,I did not like The fast and the furious. But I like this movie. 2 fast and 2 furies is better. Fast and furious new model original parts is also better. Fast five is also better. Fast and Furious 6 is also better. Furious 7 is also better. But still this movie has a great story line. It also has great acting. See it. It is one of the best action movies from 2006. This is a lot better then V for vendetta that movie stinks. But this movie is so mush better. It is very fast past. See this movie. It is a great movie. You need to see this movie. If you like action movies you like this movie. I is awesome. See it. It is a great movie. A lot of action. You need to see it. It is awesome.,jacobjohntaylor1,2017-04-18,2017,0.098,0.54,0.362,0.9965,Positive
145,10.0,This was the ONE movie of the franchise connecting all others,"*** This review may contain spoilers *** When I first heard about Tokyo Drift and realized that it would feature none of the original cast members, I was hesitant to see it. Can you imagine what a risk the producers took to make this one? At that time we did not know it was the ONE movie of the franchise connecting all others with one of its major characters. Sung demonstrated a lot of talent, making his heartbroken character believable. We see his emotions throughout the movie and we want to know what happened to him, to understand him a little better. After watching Fast 6 come back and see this one. It will all add up. I've seen so many reviews saying that character development was too hurried, for those saying that I only want to say this: Have you watched all the movies???? It annoys me so much seeing people review without knowing what these movies are about. Tokyo Drift takes place after 6, which shows how much effort the writers and producers put into this franchise. It was all written way back. To have that imagination is effing amazing. When I first saw Tokyo Drift, I could not see what it had to do with The Fast and Furious series. I got mad. I just couldn't get it. Funny thing is that the character I loved the most was HAN. My brain was blow away when I saw the other movies. I was like ‘What's happening? Isn't he dead?’ ‘What? How? When?’ So you can imagine that after knowing he's going to die seeing the relationship developing with Gisele was killing me. Now I could see why he wasn't giving a s**t. Like, he was the coolest out there without showing it. Why wasn't he claiming his spot? Because he lost everything that really mattered to him. Ride or die, remember? What a way to blow our minds. You killed it with the whole plot dear writers. I LOVED EVERY SECOND OF THE 8 MOVIES launched so far. And yes, I will be a die hard fan of this franchise even when I'm 50. Thank you Sung Kang and Gal Gadot for giving me one of my favorite on screen couples with just a few scenes.",andrbdeea,2017-04-20,2017,0.113,0.789,0.098,-0.871,Negative
146,4.0,The black sheep of the fast and furious franchise,"The Fast and the Furious: Tokyo Drift was prime evidence that the franchise desperately needed a makeover. Not only did it dispose of its popular protagonist in exchange for a cheap lookalike, but also, aside from a couple cool race scenes, it's really just a huge mess. The plot simply advances because the writers need it to, there aren't any real substantial plot elements that keep the audience involved. The story itself seems just like a rehash of any classic gang feud film, and it comes as no surprise to me that the franchise was turned towards high-octane heist films. That transition was definitely for the better, because this formula quickly ran thin.Not even a quick appearance from Vin Diesel could save this film, as his appearance only served to up audience ratings before its release. It may seem like a cool little nod to the previous films, but it doesn't make me care about this new character any more than I already didn't. The film's look is extremely dated, even for 2006. It felt like a real step back from 2 Fast 2 Furious, rather than a revolutionization of the series. I wouldn't have minded Paul Walker's absence if these characters could have held their own, but sadly they just fall flat before the story can even pick up steam.This is probably my least favorite entry in the franchise, and not because Paul Walker wasn't in it. While his absence didn't help matters, the story as a whole felt very uneven and didn't flow through very well. It was pretty unbelievable at times as well, not because of the stunts, but because of the plot itself. Certain things happen just for the sake of happening, with no real substance or process shown in between. It's too convenient to be a good film, despite the stylish driving tactics. Drifting car races are the highlights of the film, but everything in between is just too pointless and shallow to make this a good film. It's a mediocre at best effort, and the weakest entry in the franchise.",ryanskywalker-87402,2017-04-21,2017,0.099,0.754,0.147,0.971,Positive
147,4.0,"Only worth watching as part of the full ""F&F"" series, and after 6","In 2006, ""The Fast and the Furious: Tokyo Drift"" undoubtedly deserved to be panned by critics. The series had fallen so far off the course that only its ugliest, most formulaic bits stayed alive. It's only as part of the franchise that was revived three years later and has gone on to become a billion-dollar enterprise that ""Tokyo Drift"" reclaims some sense of its dignity.Let's get the good out of the way. ""Tokyo Drift"" was a vital proving ground for director Justin Lin, who would go on to make the next three ""Fast & Furious"" movies. His work on this entry was too good for the material, frankly. His shot variety and the editing team give the film a legitimate action feel that the first two films don't even come close to touching. As much as the film overloads on race sequences, Lin nails them.As for why screenwriter Chris Morgan got the long-term gig for this franchise after his work on this film, consider me stumped. The story of Alabama teenager Sean Boswell (Lucas Black) shipping off to Tokyo, discovering the drift racing scene and burrowing his way into the innermost circle is ambitiously preposterous.Obviously the plot of the ""Fast & Furious"" movies is known to be second fiddle to a handful of other components, but this particular plot has some problems as far as race – and unfortunately not the car kind of race, but the people kind. In a nutshell, the story of ""Tokyo Drift"" is misunderstood troubled white teenager flees the consequences of his actions to Tokyo where his dad lives, defies his father's wishes, asserts himself into a racing gang, stands up to the cocky Japanese ""Drift King"" (Brian Tee), tries to steal the man's girlfriend (Nathalie Kelley), earns the trust of his partner (Sung Kang) and ultimately aims to prove he's better than him. Only one of the five major characters in this movie is actually Japanese, and it's the bad guy. The movie is very interested in appropriating Japanese culture and aesthetics for its mostly non- Japanese cast. For starters you have Black, who looks like he's in his thirties and is playing a teenager. Boswell is also written to have the same personality and temperament as Paul Walker's O'Conner, so he's essentially a stand-in/replacement. As for Boswell's first friend, he's of course played by a black rap star (Shad Moss a.k.a. ""Bow Wow"") and the girl he's after? She's an ethnic Australian. Tee's D.K. is painted as the bully, so he doesn't stand as much of an exception. Only Kang's character Han has dimension beyond stereotype, but Kang is a Korean-American actor. The producers' foresight to bring the Han character into future ""Fast & Furious"" films and paint ""Tokyo Drift"" as taking place after the sixth movie was surprisingly astute. When viewed after the next three films instead of before, Han becomes more than just the most interesting character in the movie, but the character we're most interested in given his character arc in those other films. It also makes the movie's surprising cameo at the end make a lot of sense. All this to say, ""Tokyo Drift"" might be garbage as a standalone movie, but given what the franchise has become, Morgan used future movies to position what once seemed like an accident/stop-gap film into being a spin-off. In other words, if you're going to put yourself through ""Tokyo Drift,"" do it after watching the fourth, fifth and sixth ""Fast & Furious"" movies. Lin's style does give ""Tokyo Drift"" some additional value, but for most people it won't be enough to watch it under any other circumstance but as part of the series.~Steven CThanks for reading! Visit Movie Muse Reviews for more",Movie_Muse_Reviews,2017-04-24,2017,0.078,0.832,0.09,0.8466,Positive
148,6.0,It's passable but not as good as the first: Would Recommend,"Directed by Justin LinStarring Lucas Black, Natallie Kelley and Sung KangPlot Overview: ​Sean Boswell (Lucas Black) always feels like an outsider, but he defines himself through his victories as a street racer. His hobby makes him unpopular with the authorities, so he goes to live with his father in Japan. Once there and even more alienated, he learns about an exciting, but dangerous, new style of the sport. The stakes are high when Sean takes on the local champion and falls for the man's girlfriend.After two very successful movie(commercially not critically), Justin Lin had a tough time trying to continue the franchise with none of the original cast members in it and I respect how good this movie is in spite of that. That doesn't make the movie 'good' however. It's a perfectly passable movie that I can see myself watching maybe every once and a while but it lacks a certain intrigue the first one contained and a neat charm the second possessed. The transition of directors in a franchise can be difficult and I understand that. I will also admit that it's better than '2 Fast 2 Furious' but that doesn't make it a very good movie. I imagine you will be entertained, and it is definitely for fans of the street racing aspects of these movies but I can't really say you'll be blown away by anything in this movie.The story isn't generally the thing you focus upon in these movies but if you do genuinely care then you'll be satisfied. It's a more grounded, race driven story that is very centered around one specific thing and sticks to that thing throughout the entire movie. The ending is actually pretty decent and I like how they stitch the franchise together.It's honestly quite hard to be the worst actor in a franchise that included Vin Disel but Lucas Black steals the only thing Disel had going for him in this franchise. I get he had no professional training but then in that case he shouldn't even be there if he possesses no ability to act. Sean's backstory isn't that interesting and he possesses no traits that make him a genuinely enticing character. Nattalie Kelley was also pretty poor as Neela and her character was pretty irrelevant. Sung Kang was good as Han and is this movies main saving grace. He's cool but you don't know WHY he is cool and that is really interesting. Bow Wow was meh as Twinkie but I can see the reason he hasn't been featured in any more movies up until this point. Brian Tee was also really weak as DK and wasn't a very good villain at all either. Brian Goodman was fine as Major Boswell.From a technical standpoint, the movie is fine. The cinematography was mostly fine and the actual race sequences were handled infinitely better than in the first two. Costume design was fine but the Set Design was really cheap, lazy and not natural.The actual action in this movie is extremely weak and the set pieces are awful. I get that wasn't the primary concern of this movie but that doesn't excuse it being weak. It is more enjoyable than '2 Fast 2 Furious' but inferior to 'The Fast and the Furious'.In conclusion, this movie is fine. It is a perfectly passable, average sequel that exists for the sake of existing. It is better than it's predecessor but inferior to the original. There is some enjoyment value to be had and I do sort of recommend it but I am blown away this movie was as successful as it was.6/10Would Recommend",EthanBJones_03,2017-05-09,2017,0.117,0.674,0.209,0.9975,Positive
